evNum   picoTimeMs	adcAtEvent	rateOverall
1	554     97	1.81
2   1305    70  1.53
811	664761	76	1.22
812	668382	41	1.21
813	669580	36	1.21
814	672009	41	1.21
815	672984	32	1.21
816	674580	33	1.21
817	678275	37	1.20
818	679204	46	1.20
819	681013	30	1.20
820	681076	92	1.20
821	681753	46	1.20
822	682378	42	1.20
823	683384	113	1.20
824	684637	104	1.20
825	684873	42	1.20
826	685189	66	1.21
827	685257	31	1.21
828	687195	32	1.20
829	687749	79	1.21
830	688495	31	1.21
831	688581	162	1.21
832	689527	156	1.21
833	690807	111	1.21
834	691312	33	1.21
835	691374	30	1.21
836	691540	58	1.21
837	691603	66	1.21
838	691866	42	1.21
839	692699	39	1.21
840	693397	84	1.21
841	694248	62	1.21
842	696923	69	1.21
843	697285	91	1.21
844	697775	99	1.21
845	698185	34	1.21
846	700550	37	1.21
847	701101	32	1.21
848	701149	47	1.21
849	701628	32	1.21
850	702116	157	1.21
851	702401	40	1.21
852	703225	39	1.21
853	705214	59	1.21
854	705278	35	1.21
855	705724	61	1.21
856	708072	39	1.21
857	708698	176	1.21
858	709311	33	1.21
859	709803	42	1.21
860	710398	36	1.21
861	712702	91	1.21
862	712945	183	1.21
863	712987	65	1.21
864	713384	109	1.21
865	714200	55	1.21
866	715294	53	1.21
867	716585	35	1.21
868	716935	163	1.21
869	716976	141	1.21
870	717245	207	1.21
871	717372	48	1.21
872	717448	31	1.22
873	717792	33	1.22
874	718946	40	1.22
875	719137	31	1.22
876	720406	40	1.22
877	721474	103	1.22
878	721818	42	1.22
879	722667	40	1.22
880	723362	38	1.22
881	723792	239	1.22
882	726279	32	1.21
883	726830	31	1.21
884	727201	30	1.22
885	727456	35	1.22
886	727747	96	1.22
887	728692	149	1.22
888	728802	36	1.22
889	730521	42	1.22
890	733524	40	1.21
891	734282	41	1.21
892	734400	61	1.21
893	734530	128	1.22
894	735101	74	1.22
895	735614	51	1.22
896	736019	43	1.22
897	736210	33	1.22
898	737351	100	1.22
899	738349	36	1.22
900	738673	30	1.22
901	738754	33	1.22
902	738861	31	1.22
903	738917	120	1.22
904	739499	33	1.22
905	739576	32	1.22
906	739771	39	1.22
907	740045	43	1.23
908	741960	121	1.22
909	742242	223	1.22
910	743872	80	1.22
911	744450	55	1.22
912	745801	48	1.22
913	746217	164	1.22
914	747999	69	1.22
915	748021	33	1.22
916	748463	32	1.22
917	749477	34	1.22
918	749516	110	1.22
919	749687	34	1.23
920	751782	66	1.22
921	754527	109	1.22
922	756639	40	1.22
923	756966	31	1.22
924	758460	33	1.22
925	759462	38	1.22
926	759555	73	1.22
927	761424	48	1.22
928	762116	62	1.22
929	762390	37	1.22
930	762713	31	1.22
931	762791	107	1.22
932	763056	51	1.22
933	763071	84	1.22
934	763847	43	1.22
935	763966	236	1.22
936	764313	42	1.22
937	764610	55	1.23
938	767464	189	1.22
939	767886	34	1.22
940	768864	259	1.22
941	769509	43	1.22
942	769708	33	1.22
943	769877	31	1.22
944	771732	91	1.22
945	773747	243	1.22
946	774043	32	1.22
947	774118	32	1.22
948	775340	30	1.22
949	775471	36	1.22
950	777839	34	1.22
951	778063	41	1.22
952	778087	30	1.22
953	779178	30	1.22
954	780239	98	1.22
955	780633	95	1.22
956	781339	31	1.22
957	781943	32	1.22
958	783005	58	1.22
959	783212	48	1.22
960	784217	35	1.22
961	785978	101	1.22
962	786441	34	1.22
963	786558	75	1.22
964	788699	30	1.22
965	788865	151	1.22
966	789333	118	1.22
967	789771	48	1.22
968	790350	30	1.22
969	790733	32	1.23
970	790836	32	1.23
