evNum	TimeMs	adcAtEvent	rateOverall
18122	18752425	77	0.97
18123	18756330	177	0.97
18124	18756805	72	0.97
18125	18759536	34	0.97
18126	18760643	64	0.97
18127	18765310	47	0.97
18128	18766840	43	0.97
18129	18767901	96	0.97
18130	18769514	100	0.97
18131	18770012	40	0.97
18132	18770324	76	0.97
18133	18771996	35	0.97
18134	18772135	54	0.97
18135	18772244	44	0.97
18136	18772485	88	0.97
18137	18772633	36	0.97
18138	18772924	40	0.97
18139	18773956	35	0.97
18140	18774795	74	0.97
18141	18775417	35	0.97
18142	18775470	82	0.97
18143	18776695	34	0.97
18144	18777025	74	0.97
18145	18778187	226	0.97
18146	18778409	58	0.97
18147	18778475	32	0.97
18148	18779769	82	0.97
18149	18779801	36	0.97
18150	18780222	86	0.97
18151	18781617	60	0.97
18152	18781670	61	0.97
18153	18782953	134	0.97
18154	18783634	47	0.97
18155	18783946	96	0.97
18156	18787022	36	0.97
18157	18787623	164	0.97
18158	18789448	36	0.97
18159	18789500	51	0.97
18160	18790408	34	0.97
18161	18791112	47	0.97
18162	18793753	85	0.97
18163	18797157	53	0.97
18164	18798451	77	0.97
18165	18799696	35	0.97
18166	18801298	52	0.97
18167	18807089	39	0.97
18168	18809006	35	0.97
18169	18810197	42	0.97
18170	18810251	32	0.97
18171	18811775	39	0.97
18172	18811965	361	0.97
18173	18812133	83	0.97
18174	18813123	35	0.97
18175	18813880	43	0.97
18176	18814191	48	0.97
18177	18817555	35	0.97
18178	18818262	61	0.97
18179	18819189	58	0.97
18180	18819332	44	0.97
18181	18819471	39	0.97
18182	18820831	30	0.97
18183	18822605	48	0.97
18184	18824121	102	0.97
18185	18825168	51	0.97
18186	18826133	36	0.97
18187	18826941	83	0.97
18188	18827635	36	0.97
18189	18828154	47	0.97
18190	18828640	30	0.97
18191	18830197	41	0.97
18192	18830297	76	0.97
18193	18830430	138	0.97
18194	18830582	43	0.97
18195	18831934	36	0.97
18196	18834284	32	0.97
18197	18835087	200	0.97
18198	18835698	49	0.97
18199	18839220	39	0.97
18200	18839268	59	0.97
18201	18840791	48	0.97
18202	18840810	50	0.97
18203	18841576	93	0.97
18204	18841645	34	0.97
18205	18843022	71	0.97
18206	18843618	93	0.97
18207	18845296	32	0.97
18208	18845444	33	0.97
18209	18845490	141	0.97
18210	18849138	93	0.97
18211	18850800	39	0.97
18212	18850900	38	0.97
18213	18850947	96	0.97
18214	18851256	74	0.97
18215	18852124	34	0.97
18216	18853284	52	0.97
18217	18853527	33	0.97
18218	18854108	78	0.97
18219	18855780	107	0.97
18220	18856093	35	0.97
18221	18856264	200	0.97
18222	18859715	33	0.97
18223	18860809	52	0.97
18224	18861183	30	0.97
18225	18862073	92	0.97
18226	18862886	30	0.97
18227	18862964	36	0.97
18228	18863136	118	0.97
18229	18866535	164	0.97
18230	18867383	33	0.97
18231	18867524	91	0.97
18232	18869442	39	0.97
18233	18869505	35	0.97
18234	18872323	41	0.97
18235	18872866	34	0.97
18236	18875611	31	0.97
18237	18877129	41	0.97
18238	18879098	53	0.97
18239	18879801	36	0.97
18240	18880458	55	0.97
18241	18880580	65	0.97
18242	18882248	46	0.97
18243	18882724	34	0.97
18244	18885309	52	0.97
18245	18885535	106	0.97
18246	18888460	250	0.97
18247	18892638	47	0.97
18248	18893530	90	0.97
18249	18895273	39	0.97
18250	18895566	107	0.97
18251	18896630	110	0.97
18252	18898828	35	0.97
18253	18900816	111	0.97
18254	18902130	81	0.97
18255	18902543	58	0.97
18256	18903155	36	0.97
18257	18903557	48	0.97
18258	18903882	40	0.97
18259	18904941	40	0.97
18260	18905690	40	0.97
18261	18909512	32	0.97
18262	18909562	82	0.97
18263	18909587	33	0.97
18264	18911790	37	0.97
18265	18912134	45	0.97
18266	18912900	74	0.97
18267	18913700	45	0.97
18268	18913807	45	0.97
18269	18918961	68	0.97
18270	18918984	41	0.97
18271	18919399	32	0.97
18272	18922925	108	0.97
18273	18924804	161	0.97
18274	18925866	38	0.97
18275	18926940	49	0.97
18276	18927458	44	0.97
18277	18929615	37	0.97
18278	18930411	91	0.97
18279	18930600	81	0.97
18280	18931389	66	0.97
18281	18932366	123	0.97
18282	18936149	71	0.97
18283	18937834	66	0.97
18284	18939143	98	0.97
18285	18939350	34	0.97
18286	18939434	46	0.97
18287	18939818	38	0.97
18288	18939954	34	0.97
18289	18940064	72	0.97
18290	18940727	31	0.97
18291	18943213	59	0.97
18292	18945167	105	0.97
18293	18946096	37	0.97
18294	18946125	87	0.97
18295	18946485	33	0.97
18296	18946768	33	0.97
18297	18947509	76	0.97
18298	18948597	34	0.97
18299	18949014	40	0.97
18300	18949402	91	0.97
18301	18950021	33	0.97
18302	18950167	48	0.97
18303	18950211	43	0.97
18304	18951435	39	0.97
18305	18951896	44	0.97
18306	18952389	143	0.97
18307	18952915	43	0.97
18308	18955145	38	0.97
18309	18955225	36	0.97
18310	18955994	33	0.97
18311	18956736	31	0.97
18312	18957245	48	0.97
18313	18961437	32	0.97
18314	18962816	54	0.97
18315	18963230	79	0.97
18316	18963976	143	0.97
18317	18964312	37	0.97
18318	18964503	47	0.97
18319	18964947	34	0.97
18320	18966406	75	0.97
18321	18969037	116	0.97
18322	18969220	49	0.97
18323	18970805	122	0.97
18324	18972220	214	0.97
18325	18972750	54	0.97
18326	18973112	127	0.97
18327	18974715	58	0.97
18328	18974793	108	0.97
18329	18975142	32	0.97
18330	18977793	46	0.97
18331	18979348	40	0.97
18332	18979688	117	0.97
18333	18980499	83	0.97
18334	18981176	35	0.97
18335	18981501	54	0.97
18336	18982558	101	0.97
18337	18985482	33	0.97
18338	18986312	71	0.97
18339	18986861	38	0.97
18340	18988156	129	0.97
18341	18988334	53	0.97
18342	18988410	34	0.97
18343	18989036	31	0.97
18344	18990491	88	0.97
18345	18991707	30	0.97
18346	18993207	73	0.97
18347	18995853	33	0.97
18348	18998544	66	0.97
18349	18998662	32	0.97
18350	18999332	51	0.97
18351	19002199	32	0.97
18352	19006042	44	0.97
18353	19006508	86	0.97
18354	19006897	34	0.97
18355	19007218	31	0.97
18356	19007622	78	0.97
18357	19008591	30	0.97
18358	19010671	31	0.97
18359	19011937	60	0.97
18360	19014684	33	0.97
18361	19016105	147	0.97
18362	19016751	65	0.97
18363	19016906	175	0.97
18364	19018183	57	0.97
18365	19019194	69	0.97
18366	19019257	74	0.97
18367	19019340	55	0.97
18368	19019500	36	0.97
18369	19020432	31	0.97
18370	19021916	52	0.97
18371	19022954	64	0.97
18372	19023000	87	0.97
18373	19029588	53	0.97
18374	19030696	99	0.97
18375	19032620	43	0.97
18376	19032891	33	0.97
18377	19033342	41	0.97
18378	19035018	37	0.97
18379	19037514	37	0.97
18380	19039146	31	0.97
18381	19040168	33	0.97
18382	19043392	66	0.97
18383	19043774	43	0.97
18384	19044029	38	0.97
18385	19044351	31	0.97
18386	19044930	50	0.97
18387	19045657	47	0.97
18388	19046708	120	0.97
18389	19047345	59	0.97
18390	19048196	101	0.97
18391	19049130	91	0.97
18392	19049559	129	0.97
18393	19050098	129	0.97
18394	19050315	78	0.97
18395	19050361	36	0.97
18396	19051720	51	0.97
18397	19051974	51	0.97
18398	19052235	67	0.97
18399	19052872	39	0.97
18400	19053980	39	0.97
18401	19054212	37	0.97
18402	19054771	38	0.97
18403	19055115	55	0.97
18404	19055440	70	0.97
18405	19055709	62	0.97
18406	19056564	65	0.97
18407	19059631	173	0.97
18408	19060673	44	0.97
18409	19061622	71	0.97
18410	19062919	40	0.97
18411	19063502	58	0.97
18412	19064903	41	0.97
18413	19066458	46	0.97
18414	19066829	58	0.97
18415	19069321	51	0.97
18416	19070695	154	0.97
18417	19070749	38	0.97
18418	19072655	32	0.97
18419	19074781	48	0.97
18420	19076070	31	0.97
18421	19077625	37	0.97
18422	19077746	37	0.97
18423	19078526	45	0.97
18424	19078948	40	0.97
18425	19081005	50	0.97
18426	19081913	99	0.97
18427	19082107	30	0.97
18428	19082700	34	0.97
18429	19082974	77	0.97
18430	19084725	59	0.97
18431	19085902	60	0.97
18432	19086177	114	0.97
18433	19086974	50	0.97
18434	19087236	30	0.97
18435	19088351	50	0.97
18436	19089227	49	0.97
18437	19090372	44	0.97
18438	19091623	34	0.97
18439	19095326	32	0.97
18440	19097122	142	0.97
18441	19098894	42	0.97
18442	19101345	34	0.97
18443	19101708	88	0.97
18444	19102119	158	0.97
18445	19102221	34	0.97
18446	19103173	56	0.97
18447	19103747	39	0.97
18448	19105950	72	0.97
18449	19105978	35	0.97
18450	19107745	35	0.97
18451	19107973	30	0.97
18452	19108422	34	0.97
18453	19109669	39	0.97
18454	19110704	49	0.97
18455	19110985	53	0.97
18456	19111483	42	0.97
18457	19113111	42	0.97
18458	19115866	130	0.97
18459	19118230	147	0.97
18460	19119017	30	0.97
18461	19119887	277	0.97
18462	19120273	139	0.97
18463	19120558	97	0.97
18464	19121366	77	0.97
18465	19123126	60	0.97
18466	19123882	103	0.97
18467	19124208	39	0.97
18468	19124853	37	0.97
18469	19126186	215	0.97
18470	19127785	60	0.97
18471	19128058	32	0.97
18472	19129165	47	0.97
18473	19129920	46	0.97
18474	19130500	68	0.97
18475	19131739	46	0.97
18476	19133360	45	0.97
18477	19135620	100	0.97
18478	19136480	47	0.97
18479	19136661	43	0.97
18480	19137000	71	0.97
18481	19138122	120	0.97
18482	19139071	61	0.97
18483	19142134	52	0.97
18484	19144289	36	0.97
18485	19144588	51	0.97
18486	19145491	55	0.97
18487	19145522	49	0.97
18488	19145728	60	0.97
18489	19146065	55	0.97
18490	19146114	35	0.97
18491	19146590	43	0.97
18492	19148088	56	0.97
18493	19150431	45	0.97
18494	19152534	64	0.97
18495	19153387	64	0.97
18496	19154373	78	0.97
18497	19155160	68	0.97
18498	19155403	37	0.97
18499	19155987	34	0.97
18500	19160508	32	0.97
18501	19161182	50	0.97
18502	19162199	33	0.97
18503	19162277	65	0.97
18504	19162731	75	0.97
18505	19163640	156	0.97
18506	19163709	38	0.97
18507	19164680	41	0.97
18508	19166174	41	0.97
18509	19168502	44	0.97
18510	19168713	48	0.97
18511	19169251	99	0.97
18512	19171928	45	0.97
18513	19172497	73	0.97
18514	19172978	30	0.97
18515	19173576	45	0.97
18516	19173826	37	0.97
18517	19174831	45	0.97
18518	19175495	94	0.97
18519	19178090	107	0.97
18520	19179772	32	0.97
18521	19180504	122	0.97
18522	19181150	50	0.97
18523	19181998	44	0.97
18524	19183624	328	0.97
18525	19185962	45	0.97
18526	19186135	136	0.97
18527	19187452	43	0.97
18528	19187536	81	0.97
18529	19187715	46	0.97
18530	19189149	37	0.97
18531	19189616	57	0.97
18532	19190244	34	0.97
18533	19190542	184	0.97
18534	19191223	33	0.97
18535	19191306	34	0.97
18536	19192608	49	0.97
18537	19192698	70	0.97
18538	19193776	74	0.97
18539	19195810	34	0.97
18540	19197824	32	0.97
18541	19197971	147	0.97
18542	19198147	56	0.97
18543	19200059	84	0.97
18544	19200155	34	0.97
18545	19200559	54	0.97
18546	19201653	82	0.97
18547	19202241	86	0.97
18548	19203405	32	0.97
18549	19207272	68	0.97
18550	19208312	38	0.97
18551	19214316	54	0.97
18552	19216108	32	0.97
18553	19217117	31	0.97
18554	19217283	32	0.97
18555	19217304	56	0.97
18556	19218701	41	0.97
18557	19219108	75	0.97
18558	19219475	62	0.97
18559	19222625	34	0.97
18560	19224399	40	0.97
18561	19224565	117	0.97
18562	19225142	97	0.97
18563	19225960	30	0.97
18564	19226080	123	0.97
18565	19227411	82	0.97
18566	19227675	167	0.97
18567	19227775	35	0.97
18568	19228816	32	0.97
18569	19230263	34	0.97
18570	19230595	67	0.97
18571	19232297	35	0.97
18572	19232932	99	0.97
18573	19235676	78	0.97
18574	19236114	59	0.97
18575	19236691	39	0.97
18576	19237142	49	0.97
18577	19238512	35	0.97
18578	19238580	37	0.97
18579	19239922	36	0.97
18580	19241154	96	0.97
18581	19242000	44	0.97
18582	19242281	41	0.97
18583	19243584	97	0.97
18584	19244033	65	0.97
18585	19245087	38	0.97
18586	19245228	33	0.97
18587	19246880	35	0.97
18588	19248005	60	0.97
18589	19253109	33	0.97
18590	19254456	134	0.97
18591	19255597	37	0.97
18592	19256349	32	0.97
18593	19256913	50	0.97
18594	19258357	41	0.97
18595	19259887	52	0.97
18596	19260066	272	0.97
18597	19260448	57	0.97
18598	19262239	40	0.97
18599	19263851	35	0.97
18600	19264841	82	0.97
18601	19265607	59	0.97
18602	19266370	43	0.97
18603	19268095	30	0.97
18604	19268269	47	0.97
18605	19268315	51	0.97
18606	19269585	44	0.97
18607	19271641	40	0.97
18608	19272865	44	0.97
18609	19273403	229	0.97
18610	19273776	59	0.97
18611	19273939	49	0.97
18612	19274194	49	0.97
18613	19274225	107	0.97
18614	19274375	67	0.97
18615	19274856	44	0.97
18616	19276648	62	0.97
18617	19278117	77	0.97
18618	19278237	46	0.97
18619	19279577	42	0.97
18620	19279992	77	0.97
18621	19281881	38	0.97
18622	19282692	40	0.97
18623	19283494	149	0.97
18624	19284398	58	0.97
18625	19285389	150	0.97
18626	19285654	72	0.97
18627	19286241	34	0.97
18628	19287835	30	0.97
18629	19287909	116	0.97
18630	19288555	75	0.97
18631	19288912	107	0.97
18632	19289226	34	0.97
18633	19290235	41	0.97
18634	19292657	55	0.97
18635	19293092	39	0.97
18636	19293539	37	0.97
18637	19294187	30	0.97
18638	19294227	79	0.97
18639	19295706	63	0.97
18640	19295777	43	0.97
18641	19297701	71	0.97
18642	19299863	85	0.97
18643	19300299	37	0.97
18644	19300528	75	0.97
18645	19302494	71	0.97
18646	19302529	49	0.97
18647	19302666	32	0.97
18648	19303371	51	0.97
18649	19304079	66	0.97
18650	19304472	33	0.97
18651	19305702	41	0.97
18652	19306436	296	0.97
18653	19309573	55	0.97
18654	19309595	35	0.97
18655	19310055	45	0.97
18656	19311165	48	0.97
18657	19311855	33	0.97
18658	19311900	38	0.97
18659	19312289	43	0.97
18660	19312303	58	0.97
18661	19312449	36	0.97
18662	19312799	33	0.97
18663	19313521	45	0.97
18664	19314605	69	0.97
18665	19314825	43	0.97
18666	19316732	74	0.97
18667	19317381	37	0.97
18668	19318420	46	0.97
18669	19318623	42	0.97
18670	19319244	65	0.97
18671	19319468	124	0.97
18672	19320658	135	0.97
18673	19322066	49	0.97
18674	19323561	61	0.97
18675	19323829	45	0.97
18676	19323979	30	0.97
18677	19325064	49	0.97
18678	19325178	37	0.97
18679	19325419	44	0.97
18680	19325506	41	0.97
18681	19327099	51	0.97
18682	19327538	63	0.97
18683	19328511	45	0.97
18684	19329232	171	0.97
18685	19329913	43	0.97
18686	19331046	35	0.97
18687	19331088	34	0.97
18688	19333698	30	0.97
18689	19336482	39	0.97
18690	19338582	41	0.97
18691	19339365	36	0.97
18692	19340836	56	0.97
18693	19341988	51	0.97
18694	19342147	80	0.97
18695	19343059	68	0.97
18696	19343677	81	0.97
18697	19349182	32	0.97
18698	19350607	75	0.97
18699	19351789	31	0.97
18700	19352433	141	0.97
18701	19352685	69	0.97
18702	19353035	37	0.97
18703	19355677	35	0.97
18704	19355754	41	0.97
18705	19356813	66	0.97
18706	19357174	45	0.97
18707	19357452	73	0.97
18708	19357905	240	0.97
18709	19359557	131	0.97
18710	19361009	33	0.97
18711	19361840	42	0.97
18712	19362093	41	0.97
18713	19362282	35	0.97
18714	19362952	106	0.97
18715	19363428	41	0.97
18716	19365051	38	0.97
18717	19365372	35	0.97
18718	19366582	37	0.97
18719	19368723	171	0.97
18720	19373544	32	0.97
18721	19374225	32	0.97
18722	19374275	35	0.97
18723	19374544	30	0.97
18724	19377396	30	0.97
18725	19377852	33	0.97
18726	19379309	89	0.97
18727	19379714	38	0.97
18728	19380513	35	0.97
18729	19383164	30	0.97
18730	19387156	59	0.97
18731	19387395	45	0.97
18732	19388787	60	0.97
18733	19391633	34	0.97
18734	19392967	32	0.97
18735	19394732	30	0.97
18736	19395988	31	0.97
18737	19396204	33	0.97
18738	19397125	39	0.97
18739	19398598	30	0.97
18740	19399322	37	0.97
18741	19400873	82	0.97
18742	19401922	89	0.97
18743	19402097	31	0.97
18744	19402803	40	0.97
18745	19405313	32	0.97
18746	19405777	36	0.97
18747	19406255	31	0.97
18748	19406889	30	0.97
18749	19407082	30	0.97
18750	19407319	47	0.97
18751	19409781	36	0.97
18752	19410396	53	0.97
18753	19411347	32	0.97
18754	19412123	39	0.97
18755	19412168	56	0.97
18756	19414023	33	0.97
18757	19417608	61	0.97
18758	19417762	59	0.97
18759	19419596	40	0.97
18760	19419873	33	0.97
18761	19420725	34	0.97
18762	19422011	37	0.97
18763	19422150	70	0.97
18764	19423007	37	0.97
18765	19424195	33	0.97
18766	19424355	46	0.97
18767	19425410	44	0.97
18768	19425645	39	0.97
18769	19428218	42	0.97
18770	19428570	30	0.97
18771	19432196	36	0.97
18772	19433526	42	0.97
18773	19433778	34	0.97
18774	19434360	43	0.97
18775	19434952	37	0.97
18776	19437171	34	0.97
18777	19437913	32	0.97
18778	19438735	34	0.97
18779	19438892	31	0.97
18780	19439474	90	0.97
18781	19439809	35	0.97
18782	19440030	56	0.97
18783	19440354	68	0.97
18784	19441007	30	0.97
18785	19441378	30	0.97
18786	19442044	31	0.97
18787	19443907	41	0.97
18788	19444412	65	0.97
18789	19445494	32	0.97
18790	19446425	47	0.97
18791	19447441	32	0.97
18792	19448412	238	0.97
18793	19450247	34	0.97
18794	19451008	60	0.97
18795	19452376	30	0.97
18796	19453021	74	0.97
18797	19454232	135	0.97
18798	19455450	41	0.97
18799	19456462	154	0.97
18800	19457666	66	0.97
18801	19458413	78	0.97
18802	19459803	54	0.97
18803	19460256	76	0.97
18804	19461113	200	0.97
18805	19461209	37	0.97
18806	19462131	232	0.97
18807	19462454	71	0.97
18808	19465268	63	0.97
18809	19466431	37	0.97
18810	19466801	49	0.97
18811	19468726	42	0.97
18812	19471392	34	0.97
18813	19472110	34	0.97
18814	19472993	46	0.97
18815	19473898	172	0.97
18816	19475730	117	0.97
18817	19476073	183	0.97
18818	19480404	42	0.97
18819	19480464	58	0.97
18820	19482121	50	0.97
18821	19482299	30	0.97
18822	19482607	37	0.97
18823	19483901	68	0.97
18824	19484227	41	0.97
18825	19484840	32	0.97
18826	19485460	31	0.97
18827	19490803	42	0.97
18828	19491082	35	0.97
18829	19492054	32	0.97
18830	19492372	70	0.97
18831	19492486	82	0.97
18832	19492547	54	0.97
18833	19495419	138	0.97
18834	19497032	41	0.97
18835	19497303	37	0.97
18836	19498636	58	0.97
18837	19498948	71	0.97
18838	19498998	32	0.97
18839	19503475	38	0.97
18840	19506137	34	0.97
18841	19506329	68	0.97
18842	19507039	36	0.97
18843	19507820	40	0.97
18844	19508427	410	0.97
18845	19508757	59	0.97
18846	19508848	42	0.97
18847	19510039	182	0.97
18848	19510293	230	0.97
18849	19510531	84	0.97
18850	19511407	54	0.97
18851	19511723	47	0.97
18852	19512372	40	0.97
18853	19513592	35	0.97
18854	19513901	32	0.97
18855	19516049	31	0.97
18856	19516612	43	0.97
18857	19518034	30	0.97
18858	19519797	43	0.97
18859	19519901	32	0.97
18860	19522320	201	0.97
18861	19523426	35	0.97
18862	19528109	44	0.97
18863	19531407	35	0.97
18864	19534249	33	0.97
18865	19535278	35	0.97
18866	19536531	30	0.97
18867	19537517	44	0.97
18868	19537815	42	0.97
18869	19538198	88	0.97
18870	19538517	70	0.97
18871	19539588	39	0.97
18872	19540615	31	0.97
18873	19541993	52	0.97
18874	19543788	91	0.97
18875	19544341	154	0.97
18876	19544858	31	0.97
18877	19546260	38	0.97
18878	19548050	59	0.97
18879	19548478	62	0.97
18880	19548853	236	0.97
18881	19550229	82	0.97
18882	19550432	30	0.97
18883	19551067	47	0.97
18884	19551668	37	0.97
18885	19552960	91	0.97
18886	19553119	81	0.97
18887	19553647	31	0.97
18888	19554115	39	0.97
18889	19555628	56	0.97
18890	19555694	33	0.97
18891	19556300	31	0.97
18892	19556489	48	0.97
18893	19556531	38	0.97
18894	19556914	33	0.97
18895	19557655	34	0.97
18896	19558123	90	0.97
18897	19559739	43	0.97
18898	19559841	85	0.97
18899	19563192	33	0.97
18900	19564128	48	0.97
18901	19565432	41	0.97
18902	19566049	35	0.97
18903	19567014	58	0.97
18904	19567053	37	0.97
18905	19568915	53	0.97
18906	19569174	41	0.97
18907	19569363	30	0.97
18908	19570317	150	0.97
18909	19571599	39	0.97
18910	19572202	31	0.97
18911	19572598	47	0.97
18912	19573732	162	0.97
18913	19574130	67	0.97
18914	19575403	37	0.97
18915	19577483	36	0.97
18916	19578001	48	0.97
18917	19580311	30	0.97
18918	19582498	48	0.97
18919	19582809	36	0.97
18920	19585485	67	0.97
18921	19586202	37	0.97
18922	19587027	60	0.97
18923	19589018	274	0.97
18924	19592236	69	0.97
18925	19593159	88	0.97
18926	19593530	257	0.97
18927	19595374	183	0.97
18928	19595980	40	0.97
18929	19597926	41	0.97
18930	19598541	38	0.97
18931	19598720	95	0.97
18932	19600735	54	0.97
18933	19600958	36	0.97
18934	19602141	43	0.97
18935	19602346	34	0.97
18936	19602945	33	0.97
18937	19602959	49	0.97
18938	19603661	34	0.97
18939	19604373	52	0.97
18940	19605444	52	0.97
18941	19606767	31	0.97
18942	19608921	68	0.97
18943	19611284	45	0.97
18944	19618161	37	0.97
18945	19620043	31	0.97
18946	19621883	75	0.97
18947	19622523	33	0.97
18948	19622932	60	0.97
18949	19624084	44	0.97
18950	19625303	32	0.97
18951	19625705	50	0.97
18952	19626065	31	0.97
18953	19627015	53	0.97
18954	19632592	32	0.97
18955	19634918	38	0.97
18956	19635031	37	0.97
18957	19636516	80	0.97
18958	19636596	49	0.97
18959	19636811	57	0.97
18960	19638193	32	0.97
18961	19639189	35	0.97
18962	19640123	37	0.97
18963	19642156	32	0.97
18964	19642579	48	0.97
18965	19643286	44	0.97
18966	19644128	113	0.97
18967	19644148	68	0.97
18968	19646070	58	0.97
18969	19648519	34	0.97
18970	19649419	30	0.97
18971	19649917	48	0.97
18972	19653224	41	0.97
18973	19653817	50	0.97
18974	19654134	85	0.97
18975	19654351	57	0.97
18976	19655166	30	0.97
18977	19655264	77	0.97
18978	19656914	190	0.97
18979	19657063	33	0.97
18980	19657192	47	0.97
18981	19660684	71	0.97
18982	19661612	78	0.97
18983	19662560	50	0.97
18984	19662980	31	0.97
18985	19663324	57	0.97
18986	19663762	44	0.97
18987	19666160	30	0.97
18988	19666798	55	0.97
18989	19667230	121	0.97
18990	19668232	73	0.97
18991	19669230	73	0.97
18992	19669364	91	0.97
18993	19669908	37	0.97
18994	19670547	111	0.97
18995	19670844	55	0.97
18996	19671715	59	0.97
18997	19672487	30	0.97
18998	19673884	131	0.97
18999	19674062	35	0.97
19000	19676606	40	0.97
19001	19677002	70	0.97
19002	19677321	75	0.97
19003	19677900	178	0.97
19004	19679158	42	0.97
19005	19679934	36	0.97
19006	19681033	37	0.97
19007	19681282	119	0.97
19008	19682279	80	0.97
19009	19682459	35	0.97
19010	19683750	33	0.97
19011	19684027	43	0.97
19012	19686141	52	0.97
19013	19686777	74	0.97
19014	19688264	106	0.97
19015	19689648	35	0.97
19016	19689664	64	0.97
19017	19691689	37	0.97
19018	19692438	36	0.97
19019	19693426	232	0.97
19020	19695586	50	0.97
19021	19696880	51	0.97
19022	19697001	39	0.97
19023	19697271	34	0.97
19024	19697377	45	0.97
19025	19698295	95	0.97
19026	19702303	47	0.97
19027	19702935	69	0.97
19028	19703925	32	0.97
19029	19704277	49	0.97
19030	19706427	42	0.97
19031	19707692	81	0.97
19032	19710939	40	0.97
19033	19713255	89	0.97
19034	19713753	39	0.97
19035	19714590	35	0.97
19036	19717261	44	0.97
19037	19718964	125	0.97
19038	19719669	34	0.97
19039	19720948	43	0.97
19040	19721054	34	0.97
19041	19723258	45	0.97
19042	19724529	67	0.97
19043	19725529	35	0.97
19044	19726014	30	0.97
19045	19728669	34	0.97
19046	19730638	31	0.97
19047	19734668	78	0.97
19048	19736585	91	0.97
19049	19738188	118	0.97
19050	19738212	35	0.97
19051	19738727	43	0.97
19052	19740942	45	0.97
19053	19741400	78	0.97
19054	19741591	91	0.97
19055	19743267	47	0.97
19056	19743725	66	0.97
19057	19744592	35	0.97
19058	19745818	107	0.97
19059	19746364	95	0.97
19060	19746667	30	0.97
19061	19749198	42	0.97
19062	19750684	34	0.97
19063	19752297	49	0.97
19064	19753175	40	0.97
19065	19754753	168	0.97
19066	19755801	63	0.97
19067	19757995	73	0.97
19068	19758749	34	0.97
19069	19759980	33	0.97
19070	19762022	82	0.96
19071	19763255	85	0.96
19072	19765435	103	0.96
19073	19765971	38	0.96
19074	19766422	30	0.96
19075	19768058	99	0.96
19076	19768287	31	0.96
19077	19769600	61	0.96
19078	19770719	69	0.96
19079	19771269	129	0.96
19080	19772381	115	0.96
19081	19772421	37	0.97
19082	19772567	73	0.97
19083	19773931	40	0.97
19084	19774448	46	0.97
19085	19775574	45	0.97
19086	19777500	30	0.97
19087	19777717	37	0.97
19088	19778951	78	0.97
19089	19779365	43	0.97
19090	19779502	36	0.97
19091	19780255	87	0.97
19092	19780987	32	0.97
19093	19781040	30	0.97
19094	19783012	31	0.97
19095	19784823	71	0.97
19096	19785411	40	0.97
19097	19785577	37	0.97
19098	19786203	156	0.97
19099	19786927	62	0.97
19100	19787200	129	0.97
19101	19789267	52	0.97
19102	19789482	70	0.97
19103	19789824	36	0.97
19104	19790341	32	0.97
19105	19792066	36	0.97
19106	19793292	46	0.97
19107	19793964	141	0.97
19108	19794016	68	0.97
19109	19794839	44	0.97
19110	19797677	31	0.97
19111	19798543	71	0.97
19112	19799556	94	0.97
19113	19800404	47	0.97
19114	19800616	61	0.97
19115	19801124	64	0.97
19116	19802920	62	0.97
19117	19803748	32	0.97
19118	19806453	269	0.97
19119	19806948	36	0.97
19120	19808976	52	0.97
19121	19810882	46	0.97
19122	19813107	72	0.97
19123	19813350	38	0.97
19124	19814645	46	0.97
19125	19814701	45	0.97
19126	19814799	37	0.97
19127	19815189	47	0.97
19128	19815352	77	0.97
19129	19818363	35	0.97
19130	19818529	35	0.97
19131	19818688	40	0.97
19132	19820174	184	0.97
19133	19820993	37	0.97
19134	19821408	34	0.97
19135	19821644	186	0.97
19136	19822754	73	0.97
19137	19823109	39	0.97
19138	19824214	33	0.97
19139	19826137	36	0.97
19140	19826630	51	0.97
19141	19830251	37	0.97
19142	19831111	119	0.97
19143	19833263	39	0.97
19144	19836026	42	0.97
19145	19837752	33	0.97
19146	19838084	39	0.97
19147	19838488	47	0.97
19148	19840185	157	0.97
19149	19840270	33	0.97
19150	19840934	34	0.97
19151	19843139	30	0.97
19152	19843666	55	0.97
19153	19843816	40	0.97
19154	19847628	44	0.97
19155	19848316	44	0.97
19156	19848557	308	0.97
19157	19849325	46	0.97
19158	19849788	68	0.97
19159	19851288	43	0.97
19160	19851685	62	0.97
19161	19852719	53	0.97
19162	19853004	31	0.97
19163	19853365	44	0.97
19164	19862218	30	0.96
19165	19863132	211	0.96
19166	19866252	32	0.96
19167	19868265	55	0.96
19168	19869368	58	0.96
19169	19872565	34	0.96
19170	19874712	173	0.96
19171	19875246	70	0.96
19172	19876952	43	0.96
19173	19877276	33	0.96
19174	19878056	73	0.96
19175	19878332	33	0.96
19176	19880094	76	0.96
19177	19880347	70	0.96
19178	19882751	30	0.96
19179	19883233	31	0.96
19180	19885230	286	0.96
19181	19887384	35	0.96
19182	19888182	73	0.96
19183	19888359	45	0.96
19184	19889256	44	0.96
19185	19889312	42	0.96
19186	19889442	33	0.96
19187	19890698	113	0.96
19188	19890790	66	0.96
19189	19892881	97	0.96
19190	19893383	50	0.96
19191	19893875	30	0.96
19192	19895675	92	0.96
19193	19895865	55	0.96
19194	19896701	37	0.96
19195	19900110	35	0.96
19196	19901822	43	0.96
