evNum	TimeMs	adcAtEvent	rateOverall
3101	2682935	76	1.16
3102	2685008	101	1.16
3103	2685265	303	1.16
3104	2685465	65	1.16
3105	2685695	40	1.16
3106	2686299	57	1.16
3107	2686797	61	1.16
3108	2687623	34	1.16
3109	2689935	30	1.16
3110	2692004	79	1.16
3111	2692032	174	1.16
3112	2692147	69	1.16
3113	2694105	30	1.16
3114	2694486	131	1.16
3115	2694746	30	1.16
3116	2696761	56	1.16
3117	2697575	56	1.16
3118	2698247	38	1.16
3119	2698356	90	1.16
3120	2698914	42	1.16
3121	2699466	50	1.16
3122	2700180	43	1.16
3123	2702299	54	1.16
3124	2702724	87	1.16
3125	2702973	48	1.16
3126	2706540	57	1.15
3127	2706903	48	1.16
3128	2707141	44	1.16
3129	2708035	71	1.16
3130	2708821	95	1.16
3131	2708919	87	1.16
3132	2709495	34	1.16
3133	2709563	38	1.16
3134	2710691	33	1.16
3135	2711342	44	1.16
3136	2711466	39	1.16
3137	2712439	36	1.16
3138	2713162	86	1.16
3139	2713285	30	1.16
3140	2713490	50	1.16
3141	2713599	32	1.16
3142	2713762	98	1.16
3143	2714273	92	1.16
3144	2714893	67	1.16
3145	2715101	52	1.16
3146	2716518	37	1.16
3147	2716885	37	1.16
3148	2717121	109	1.16
3149	2717154	30	1.16
3150	2717336	43	1.16
3151	2717559	82	1.16
3152	2719005	72	1.16
3153	2720211	44	1.16
3154	2720734	97	1.16
3155	2720966	37	1.16
3156	2721281	71	1.16
3157	2723065	37	1.16
3158	2723649	40	1.16
3159	2723995	45	1.16
3160	2725243	34	1.16
3161	2726280	30	1.16
3162	2726364	32	1.16
3163	2727396	76	1.16
3164	2729960	41	1.16
3165	2730009	41	1.16
3166	2731712	32	1.16
3167	2731882	31	1.16
3168	2734095	31	1.16
3169	2734987	47	1.16
3170	2737900	35	1.16
3171	2738964	37	1.16
3172	2741031	49	1.16
3173	2742436	30	1.16
3174	2744701	96	1.16
3175	2746924	154	1.16
3176	2747503	84	1.16
3177	2748361	32	1.16
3178	2751989	97	1.15
3179	2752149	55	1.16
3180	2753063	38	1.16
3181	2753847	57	1.16
3182	2756270	66	1.15
3183	2756395	35	1.15
3184	2756829	96	1.15
3185	2758102	31	1.15
3186	2759805	35	1.15
3187	2759918	66	1.15
3188	2760160	110	1.16
3189	2761013	32	1.16
3190	2761481	107	1.16
3191	2761764	55	1.16
3192	2762200	31	1.16
3193	2762226	38	1.16
3194	2762818	40	1.16
3195	2763646	76	1.16
3196	2764192	41	1.16
3197	2767237	32	1.16
3198	2767254	67	1.16
3199	2768675	30	1.16
3200	2769269	35	1.16
3201	2769694	46	1.16
3202	2769713	130	1.16
3203	2770777	97	1.16
3204	2770979	43	1.16
3205	2771300	378	1.16
3206	2773618	58	1.16
3207	2776763	33	1.15
3208	2776914	33	1.16
3209	2778373	39	1.15
3210	2778512	33	1.16
3211	2778739	59	1.16
3212	2779783	42	1.16
3213	2780648	71	1.16
3214	2782883	88	1.15
3215	2783906	41	1.15
3216	2784409	120	1.16
3217	2785042	39	1.16
3218	2786181	50	1.15
3219	2786348	86	1.16
3220	2786471	34	1.16
3221	2786894	46	1.16
3222	2789184	36	1.16
3223	2789527	34	1.16
3224	2790244	65	1.16
3225	2790542	38	1.16
3226	2791219	30	1.16
3227	2791620	75	1.16
3228	2792425	30	1.16
3229	2793462	44	1.16
3230	2793516	37	1.16
3231	2797036	35	1.16
3232	2797550	61	1.16
3233	2798181	52	1.16
3234	2798623	171	1.16
3235	2798698	49	1.16
3236	2798812	59	1.16
3237	2800187	123	1.16
3238	2800558	49	1.16
3239	2804343	40	1.15
3240	2804782	49	1.16
3241	2804918	37	1.16
3242	2806067	36	1.16
3243	2806188	43	1.16
3244	2807691	80	1.16
3245	2807812	30	1.16
3246	2808403	56	1.16
3247	2809193	157	1.16
3248	2809454	46	1.16
3249	2810450	76	1.16
3250	2811011	35	1.16
3251	2812233	247	1.16
3252	2813786	33	1.16
3253	2815009	92	1.16
3254	2815234	32	1.16
3255	2815306	41	1.16
3256	2815473	35	1.16
3257	2816626	47	1.16
3258	2816658	42	1.16
3259	2816915	46	1.16
3260	2818643	38	1.16
3261	2821420	62	1.16
3262	2821441	42	1.16
3263	2822204	39	1.16
3264	2822218	75	1.16
3265	2827034	48	1.15
3266	2829168	54	1.15
3267	2832443	88	1.15
3268	2832553	54	1.15
3269	2832885	53	1.15
3270	2834179	83	1.15
3271	2834332	46	1.15
3272	2834361	41	1.15
3273	2836359	213	1.15
3274	2836633	53	1.15
3275	2837318	52	1.15
3276	2837838	32	1.15
3277	2837896	46	1.15
3278	2838649	33	1.15
3279	2841744	32	1.15
3280	2842698	38	1.15
3281	2843572	49	1.15
3282	2844159	60	1.15
3283	2844666	47	1.15
3284	2844966	36	1.15
3285	2845709	286	1.15
3286	2845760	97	1.15
3287	2846754	73	1.15
3288	2847320	30	1.15
3289	2848591	46	1.15
3290	2849558	61	1.15
3291	2851227	34	1.15
3292	2853392	42	1.15
3293	2854590	46	1.15
3294	2859086	39	1.15
3295	2859666	41	1.15
3296	2860529	45	1.15
3297	2863653	41	1.15
3298	2863707	46	1.15
3299	2864172	55	1.15
3300	2864995	39	1.15
3301	2865283	37	1.15
3302	2865368	81	1.15
3303	2868630	246	1.15
3304	2869086	40	1.15
3305	2869271	33	1.15
3306	2870535	48	1.15
3307	2871029	68	1.15
3308	2871565	34	1.15
3309	2872395	48	1.15
3310	2873725	32	1.15
3311	2874152	42	1.15
3312	2875622	32	1.15
3313	2876738	226	1.15
3314	2878137	53	1.15
3315	2878324	35	1.15
3316	2879442	84	1.15
3317	2879909	36	1.15
3318	2882949	33	1.15
3319	2883060	43	1.15
3320	2883911	35	1.15
3321	2884109	70	1.15
3322	2884273	96	1.15
3323	2885305	71	1.15
3324	2885510	83	1.15
3325	2887442	47	1.15
3326	2887949	58	1.15
3327	2889733	30	1.15
3328	2890168	37	1.15
3329	2890196	42	1.15
3330	2890535	65	1.15
3331	2890818	77	1.15
3332	2891690	35	1.15
3333	2892825	30	1.15
3334	2894104	30	1.15
3335	2894467	38	1.15
3336	2894669	61	1.15
3337	2895548	39	1.15
3338	2895717	32	1.15
3339	2896476	53	1.15
3340	2897359	36	1.15
3341	2897572	42	1.15
3342	2899258	30	1.15
3343	2899583	90	1.15
3344	2900186	38	1.15
3345	2900564	30	1.15
3346	2900756	39	1.15
3347	2900962	40	1.15
3348	2901129	71	1.15
3349	2903160	38	1.15
3350	2903222	82	1.15
3351	2903507	40	1.15
3352	2904269	60	1.15
3353	2904331	37	1.15
3354	2905077	124	1.15
3355	2905552	40	1.15
3356	2906842	35	1.15
3357	2908556	60	1.15
3358	2909854	72	1.15
3359	2910066	156	1.15
3360	2910839	96	1.15
3361	2911770	87	1.15
3362	2911856	37	1.15
3363	2912239	72	1.15
3364	2913447	99	1.15
3365	2915102	244	1.15
3366	2915608	44	1.15
3367	2918493	44	1.15
3368	2918849	52	1.15
3369	2919001	52	1.15
3370	2919983	41	1.15
3371	2921442	37	1.15
3372	2922040	85	1.15
3373	2923378	82	1.15
3374	2924037	77	1.15
3375	2924658	46	1.15
3376	2925812	39	1.15
3377	2925973	74	1.15
3378	2926624	79	1.15
3379	2926876	32	1.15
3380	2927747	52	1.15
3381	2927888	63	1.15
3382	2930405	78	1.15
3383	2930511	31	1.15
3384	2931697	34	1.15
3385	2932395	59	1.15
3386	2932544	116	1.15
3387	2933764	61	1.15
3388	2933789	40	1.15
3389	2934472	79	1.15
3390	2935131	51	1.15
3391	2935244	46	1.16
3392	2935681	36	1.16
3393	2936032	38	1.16
3394	2937014	31	1.16
3395	2939140	108	1.16
3396	2939770	31	1.16
3397	2939997	33	1.16
3398	2940446	114	1.16
3399	2940656	32	1.16
3400	2943016	30	1.16
3401	2944012	60	1.16
3402	2944462	101	1.16
3403	2944724	48	1.16
3404	2944937	35	1.16
3405	2945622	48	1.16
3406	2945698	37	1.16
3407	2947628	45	1.16
3408	2947836	64	1.16
3409	2948207	43	1.16
3410	2949612	39	1.16
3411	2949952	61	1.16
3412	2950129	116	1.16
3413	2950574	73	1.16
3414	2951241	130	1.16
3415	2951339	38	1.16
3416	2951492	91	1.16
3417	2951897	34	1.16
3418	2953374	43	1.16
3419	2953978	30	1.16
3420	2954464	30	1.16
3421	2954945	84	1.16
3422	2956523	61	1.16
3423	2957012	39	1.16
3424	2958041	46	1.16
3425	2959004	49	1.16
3426	2959452	33	1.16
3427	2961130	39	1.16
3428	2962379	57	1.16
3429	2962416	35	1.16
3430	2963014	46	1.16
3431	2963539	267	1.16
3432	2963722	30	1.16
3433	2964760	56	1.16
3434	2965504	34	1.16
3435	2968018	43	1.16
3436	2968838	112	1.16
3437	2969369	130	1.16
3438	2970441	42	1.16
3439	2970593	63	1.16
3440	2970781	112	1.16
3441	2970805	31	1.16
3442	2971492	32	1.16
3443	2971521	94	1.16
3444	2971956	40	1.16
3445	2972128	35	1.16
3446	2973820	32	1.16
3447	2973887	43	1.16
3448	2974164	85	1.16
3449	2974448	44	1.16
3450	2975028	60	1.16
3451	2975766	45	1.16
3452	2976100	57	1.16
3453	2976660	113	1.16
3454	2977614	63	1.16
3455	2977727	44	1.16
3456	2980763	30	1.16
3457	2982023	39	1.16
3458	2982508	105	1.16
3459	2982537	34	1.16
3460	2985341	137	1.16
3461	2985637	34	1.16
3462	2985733	46	1.16
3463	2987350	95	1.16
3464	2988213	54	1.16
3465	2988622	40	1.16
3466	2988722	44	1.16
3467	2990676	91	1.16
3468	2991436	32	1.16
3469	2991742	53	1.16
3470	2994378	37	1.16
3471	2995402	35	1.16
3472	2995615	257	1.16
3473	2996499	97	1.16
3474	2997390	115	1.16
3475	2997574	143	1.16
3476	2999096	65	1.16
3477	2999695	158	1.16
3478	3001746	30	1.16
3479	3001793	36	1.16
3480	3002315	39	1.16
3481	3003810	32	1.16
3482	3004226	35	1.16
3483	3004514	33	1.16
3484	3005502	37	1.16
3485	3006120	68	1.16
3486	3006989	35	1.16
3487	3010036	31	1.16
3488	3010148	60	1.16
3489	3010345	36	1.16
3490	3010660	49	1.16
3491	3013103	51	1.16
3492	3014952	32	1.16
3493	3016700	33	1.16
3494	3016780	31	1.16
3495	3017195	58	1.16
3496	3018801	47	1.16
3497	3019395	37	1.16
3498	3019416	88	1.16
3499	3021907	36	1.16
3500	3022210	35	1.16
3501	3022277	125	1.16
3502	3022465	44	1.16
3503	3022977	34	1.16
3504	3024552	45	1.16
3505	3025034	42	1.16
3506	3028537	49	1.16
3507	3028957	50	1.16
3508	3029059	75	1.16
3509	3029527	46	1.16
3510	3030492	219	1.16
3511	3030535	48	1.16
3512	3031305	33	1.16
3513	3031402	121	1.16
3514	3032828	50	1.16
3515	3033519	134	1.16
3516	3034332	33	1.16
3517	3034961	30	1.16
3518	3036649	260	1.16
3519	3038210	52	1.16
3520	3038389	41	1.16
3521	3038905	54	1.16
3522	3039671	33	1.16
3523	3040493	69	1.16
3524	3041082	53	1.16
3525	3042105	59	1.16
3526	3042695	50	1.16
3527	3042953	51	1.16
3528	3044379	64	1.16
3529	3044431	35	1.16
3530	3046626	34	1.16
3531	3047235	39	1.16
3532	3047586	30	1.16
3533	3047715	76	1.16
3534	3049464	46	1.16
3535	3050345	45	1.16
3536	3052417	45	1.16
3537	3052934	69	1.16
3538	3053512	187	1.16
3539	3055602	32	1.16
3540	3056352	101	1.16
3541	3056693	30	1.16
3542	3057100	37	1.16
3543	3057238	36	1.16
3544	3058126	31	1.16
3545	3059935	36	1.16
3546	3062276	128	1.16
3547	3063097	39	1.16
3548	3063947	43	1.16
3549	3064330	43	1.16
3550	3065171	64	1.16
3551	3067865	44	1.16
3552	3067892	36	1.16
3553	3067934	46	1.16
3554	3068784	54	1.16
3555	3070754	33	1.16
3556	3071733	32	1.16
3557	3071806	36	1.16
3558	3072186	67	1.16
3559	3072498	111	1.16
3560	3073220	32	1.16
3561	3073512	104	1.16
3562	3074755	60	1.16
3563	3074983	46	1.16
3564	3075778	61	1.16
3565	3076891	71	1.16
3566	3078215	99	1.16
3567	3078389	50	1.16
3568	3078453	111	1.16
3569	3080978	142	1.16
3570	3081095	31	1.16
3571	3081131	64	1.16
3572	3081185	43	1.16
3573	3081448	102	1.16
3574	3083411	30	1.16
3575	3084023	66	1.16
3576	3084362	62	1.16
3577	3085164	78	1.16
3578	3085933	42	1.16
3579	3088368	82	1.16
3580	3088761	48	1.16
3581	3088909	38	1.16
3582	3089234	40	1.16
3583	3090272	34	1.16
3584	3090499	65	1.16
3585	3093300	53	1.16
3586	3094103	151	1.16
3587	3094162	73	1.16
3588	3095695	87	1.16
3589	3095923	69	1.16
3590	3096042	38	1.16
3591	3097318	228	1.16
3592	3099528	46	1.16
3593	3099774	38	1.16
3594	3099896	42	1.16
3595	3102235	44	1.16
3596	3103573	45	1.16
3597	3104576	34	1.16
3598	3108580	50	1.16
3599	3109763	55	1.16
3600	3110356	39	1.16
3601	3110536	33	1.16
3602	3110843	44	1.16
3603	3114633	95	1.16
3604	3114662	80	1.16
3605	3115148	90	1.16
3606	3116814	87	1.16
3607	3119187	40	1.16
3608	3120490	37	1.16
3609	3120685	134	1.16
3610	3121542	71	1.16
3611	3122421	47	1.16
3612	3124562	123	1.16
3613	3125529	64	1.16
3614	3125580	32	1.16
3615	3126758	46	1.16
3616	3126979	39	1.16
3617	3127121	39	1.16
3618	3127890	35	1.16
3619	3128005	222	1.16
3620	3128223	31	1.16
3621	3129422	132	1.16
3622	3130437	109	1.16
3623	3132459	214	1.16
3624	3133243	121	1.16
3625	3134210	30	1.16
3626	3134814	33	1.16
3627	3137044	30	1.16
3628	3137374	189	1.16
3629	3137635	73	1.16
3630	3137752	39	1.16
3631	3138842	44	1.16
3632	3139843	54	1.16
3633	3141536	37	1.16
3634	3141800	43	1.16
3635	3146435	33	1.16
3636	3146933	45	1.16
3637	3147166	67	1.16
3638	3149986	36	1.15
3639	3151364	71	1.15
3640	3152747	144	1.15
3641	3153063	30	1.15
3642	3153755	36	1.15
3643	3153853	170	1.16
3644	3160004	60	1.15
3645	3161409	38	1.15
3646	3161513	90	1.15
3647	3162985	57	1.15
3648	3163129	80	1.15
3649	3163854	128	1.15
3650	3164347	30	1.15
3651	3168316	189	1.15
3652	3169463	41	1.15
3653	3170368	106	1.15
3654	3173126	85	1.15
3655	3173288	136	1.15
3656	3174418	137	1.15
3657	3175316	41	1.15
3658	3175351	64	1.15
3659	3175586	31	1.15
3660	3176109	96	1.15
3661	3176281	36	1.15
3662	3177091	32	1.15
3663	3178227	45	1.15
3664	3178455	33	1.15
3665	3178686	30	1.15
3666	3179968	35	1.15
3667	3182027	30	1.15
3668	3182972	32	1.15
3669	3183264	57	1.15
3670	3183722	70	1.15
3671	3184142	69	1.15
3672	3184292	33	1.15
3673	3185245	210	1.15
3674	3185539	41	1.15
3675	3185650	115	1.15
3676	3185954	92	1.15
3677	3186050	40	1.15
3678	3186465	57	1.15
3679	3186985	47	1.15
3680	3188196	43	1.15
3681	3189291	36	1.15
3682	3189317	70	1.15
3683	3189931	48	1.15
3684	3189998	33	1.15
3685	3191020	65	1.15
3686	3192298	78	1.15
3687	3193930	32	1.15
3688	3194367	33	1.15
3689	3195228	32	1.15
3690	3195492	208	1.15
3691	3196770	44	1.15
3692	3197316	50	1.15
3693	3199315	65	1.15
3694	3199543	37	1.15
3695	3200155	127	1.15
3696	3202864	35	1.15
3697	3203546	42	1.15
3698	3204385	43	1.15
3699	3204630	110	1.15
3700	3204758	52	1.15
3701	3205663	68	1.15
3702	3205916	55	1.15
3703	3206182	68	1.15
3704	3207088	48	1.15
3705	3207965	38	1.15
3706	3208283	34	1.16
3707	3211142	32	1.15
3708	3211283	108	1.15
3709	3211420	60	1.15
3710	3212305	49	1.15
3711	3212674	40	1.16
3712	3213068	38	1.16
3713	3215274	36	1.15
3714	3215618	117	1.15
3715	3218730	75	1.15
3716	3218866	33	1.15
3717	3219238	32	1.15
3718	3219999	30	1.15
3719	3220299	30	1.15
3720	3221832	63	1.15
3721	3223251	230	1.15
3722	3223342	50	1.15
3723	3224930	85	1.15
3724	3225058	57	1.15
3725	3225682	89	1.15
3726	3225855	42	1.16
3727	3226381	64	1.16
3728	3227628	34	1.16
3729	3228074	33	1.16
3730	3228515	85	1.16
3731	3228576	32	1.16
3732	3230139	30	1.16
3733	3233153	86	1.15
3734	3233480	35	1.15
3735	3235959	75	1.15
3736	3236009	32	1.15
3737	3236130	41	1.15
3738	3236786	59	1.15
3739	3236813	150	1.16
3740	3237305	67	1.16
3741	3241004	157	1.15
3742	3242677	39	1.15
3743	3242786	30	1.15
3744	3243816	30	1.15
3745	3244053	67	1.15
3746	3244712	77	1.15
3747	3244795	49	1.15
3748	3245005	37	1.16
3749	3245209	34	1.16
3750	3245657	142	1.16
3751	3245926	31	1.16
3752	3247148	240	1.16
3753	3248848	43	1.16
3754	3248868	47	1.16
3755	3250428	51	1.16
3756	3250859	31	1.16
3757	3251022	39	1.16
3758	3251073	103	1.16
3759	3251186	31	1.16
3760	3255106	68	1.16
3761	3257271	31	1.15
3762	3257580	55	1.15
3763	3259118	41	1.15
3764	3259163	33	1.15
3765	3259490	31	1.16
3766	3259849	32	1.16
3767	3259879	32	1.16
3768	3261064	41	1.16
3769	3263504	57	1.15
3770	3263584	42	1.16
3771	3264547	60	1.16
3772	3264675	40	1.16
3773	3265045	30	1.16
3774	3265434	253	1.16
3775	3266995	30	1.16
3776	3267277	31	1.16
3777	3267531	87	1.16
3778	3267737	40	1.16
3779	3269309	158	1.16
3780	3270756	58	1.16
3781	3271368	36	1.16
3782	3271804	143	1.16
3783	3272371	52	1.16
3784	3272942	69	1.16
3785	3275043	35	1.16
3786	3275283	103	1.16
3787	3276305	37	1.16
3788	3276358	49	1.16
3789	3278170	70	1.16
3790	3278832	143	1.16
3791	3279567	49	1.16
3792	3280789	90	1.16
3793	3281503	216	1.16
3794	3282165	50	1.16
3795	3282596	30	1.16
3796	3282791	59	1.16
3797	3284906	40	1.16
3798	3286058	30	1.16
3799	3286282	46	1.16
3800	3286760	38	1.16
3801	3287211	41	1.16
3802	3288569	34	1.16
3803	3288622	137	1.16
3804	3290888	34	1.16
3805	3293035	38	1.16
3806	3295021	65	1.16
3807	3295347	34	1.16
3808	3295766	102	1.16
3809	3296299	39	1.16
3810	3296469	30	1.16
3811	3296734	47	1.16
3812	3296861	31	1.16
3813	3301694	31	1.15
3814	3303691	212	1.15
3815	3304612	32	1.15
3816	3306064	56	1.15
3817	3306081	53	1.15
3818	3306628	61	1.15
3819	3307486	30	1.15
3820	3308975	56	1.15
3821	3309871	119	1.15
3822	3311894	38	1.15
3823	3312312	50	1.15
3824	3312606	294	1.15
3825	3312688	40	1.15
3826	3314679	47	1.15
3827	3315324	31	1.15
3828	3315487	46	1.15
3829	3315895	161	1.15
3830	3318295	195	1.15
3831	3318921	73	1.15
3832	3320245	34	1.15
3833	3321460	49	1.15
3834	3321843	39	1.15
3835	3322042	33	1.15
3836	3322087	33	1.15
3837	3324061	40	1.15
3838	3324670	31	1.15
3839	3325240	57	1.15
3840	3326369	40	1.15
3841	3329942	81	1.15
3842	3330014	49	1.15
3843	3330565	35	1.15
3844	3330683	31	1.15
3845	3331902	32	1.15
3846	3332238	32	1.15
3847	3333577	34	1.15
3848	3334079	96	1.15
3849	3335202	39	1.15
3850	3335515	46	1.15
3851	3335682	35	1.15
3852	3336291	53	1.15
3853	3336470	50	1.15
3854	3337114	58	1.15
3855	3337231	60	1.16
3856	3338857	40	1.15
3857	3339308	54	1.16
3858	3340856	68	1.15
3859	3341153	155	1.15
3860	3342660	30	1.15
3861	3343609	44	1.15
3862	3344069	42	1.15
3863	3344538	33	1.16
3864	3348085	32	1.15
3865	3348136	70	1.15
3866	3349022	78	1.15
3867	3349564	82	1.15
3868	3349774	50	1.15
3869	3350220	34	1.15
3870	3351403	43	1.15
3871	3351610	39	1.15
3872	3351765	31	1.16
3873	3351887	115	1.16
3874	3352292	33	1.16
3875	3352508	31	1.16
3876	3354825	32	1.16
3877	3355544	33	1.16
3878	3355701	50	1.16
3879	3355940	71	1.16
3880	3356755	331	1.16
3881	3356925	242	1.16
3882	3357485	72	1.16
3883	3359749	30	1.16
3884	3359927	48	1.16
3885	3360002	68	1.16
3886	3360933	33	1.16
3887	3362173	44	1.16
3888	3362795	35	1.16
3889	3363746	31	1.16
3890	3364067	43	1.16
3891	3364192	115	1.16
3892	3364241	46	1.16
3893	3365173	31	1.16
3894	3365494	48	1.16
3895	3365849	83	1.16
3896	3366140	198	1.16
3897	3366448	41	1.16
3898	3366553	92	1.16
3899	3367081	32	1.16
3900	3368277	119	1.16
3901	3368418	31	1.16
3902	3369278	44	1.16
3903	3370040	72	1.16
3904	3372617	80	1.16
3905	3373354	40	1.16
3906	3373495	37	1.16
3907	3374923	41	1.16
3908	3377447	37	1.16
3909	3377848	43	1.16
3910	3377867	78	1.16
3911	3379300	225	1.16
3912	3380758	48	1.16
3913	3380993	30	1.16
3914	3381707	53	1.16
3915	3382489	30	1.16
3916	3382875	66	1.16
3917	3383843	125	1.16
3918	3383918	30	1.16
3919	3384053	45	1.16
3920	3384742	165	1.16
3921	3385851	76	1.16
3922	3386772	118	1.16
3923	3387892	30	1.16
3924	3389062	199	1.16
3925	3389344	32	1.16
3926	3390168	99	1.16
3927	3390460	42	1.16
3928	3391150	30	1.16
3929	3391708	35	1.16
3930	3391850	62	1.16
3931	3392076	33	1.16
3932	3392913	49	1.16
3933	3393541	33	1.16
3934	3396953	51	1.16
3935	3398352	139	1.16
3936	3398538	32	1.16
3937	3398721	31	1.16
3938	3399590	33	1.16
3939	3400054	122	1.16
3940	3401123	39	1.16
3941	3401439	113	1.16
3942	3401517	61	1.16
3943	3402395	119	1.16
3944	3402795	77	1.16
3945	3403563	39	1.16
3946	3403661	57	1.16
3947	3404010	64	1.16
3948	3405724	46	1.16
3949	3409523	33	1.16
3950	3414534	30	1.16
3951	3414806	95	1.16
3952	3415096	30	1.16
3953	3415176	55	1.16
3954	3415220	210	1.16
3955	3416619	34	1.16
3956	3417263	37	1.16
3957	3417508	49	1.16
3958	3419233	80	1.16
3959	3420282	56	1.16
3960	3420425	31	1.16
3961	3420964	108	1.16
3962	3422001	93	1.16
3963	3423888	35	1.16
3964	3425400	32	1.16
3965	3426118	40	1.16
3966	3426425	71	1.16
3967	3427945	49	1.16
3968	3428396	43	1.16
3969	3428531	40	1.16
3970	3429182	33	1.16
3971	3429298	33	1.16
3972	3432405	38	1.16
3973	3432508	82	1.16
3974	3432833	44	1.16
3975	3434633	35	1.16
3976	3437410	35	1.16
3977	3437713	64	1.16
3978	3437773	38	1.16
3979	3438007	144	1.16
3980	3438138	40	1.16
3981	3438624	57	1.16
3982	3438909	33	1.16
3983	3439263	37	1.16
3984	3439317	40	1.16
3985	3439409	30	1.16
3986	3439479	66	1.16
3987	3439710	95	1.16
3988	3441905	40	1.16
3989	3446199	52	1.16
3990	3448269	41	1.16
3991	3450217	40	1.16
3992	3453858	63	1.16
3993	3454009	50	1.16
3994	3456046	37	1.16
3995	3457944	35	1.16
3996	3458220	44	1.16
3997	3458611	50	1.16
3998	3458822	35	1.16
3999	3460134	61	1.16
4000	3462162	64	1.16
4001	3462874	47	1.16
4002	3464256	84	1.16
4003	3464524	48	1.16
4004	3464616	167	1.16
4005	3466608	44	1.16
4006	3467589	97	1.16
4007	3468863	36	1.16
4008	3470058	98	1.16
4009	3470523	36	1.16
4010	3470712	33	1.16
4011	3470913	55	1.16
4012	3471174	60	1.16
4013	3471347	197	1.16
4014	3471685	44	1.16
4015	3471932	44	1.16
4016	3471962	35	1.16
4017	3472001	61	1.16
4018	3472303	39	1.16
4019	3473517	134	1.16
4020	3477100	31	1.16
4021	3478775	32	1.16
4022	3480072	52	1.16
4023	3480085	39	1.16
4024	3480757	103	1.16
4025	3480842	54	1.16
4026	3481091	33	1.16
4027	3482523	37	1.16
4028	3485391	31	1.16
4029	3485478	31	1.16
4030	3488047	39	1.16
4031	3488162	50	1.16
4032	3489202	36	1.16
4033	3491388	47	1.16
4034	3491486	70	1.16
4035	3492795	34	1.16
4036	3493422	48	1.16
4037	3494345	47	1.16
4038	3494956	31	1.16
4039	3495670	32	1.16
4040	3496431	44	1.16
4041	3497458	45	1.16
4042	3498724	30	1.16
4043	3499572	136	1.16
4044	3503795	35	1.15
4045	3504403	80	1.15
4046	3504789	31	1.15
4047	3505080	33	1.15
4048	3505609	79	1.15
4049	3505679	93	1.15
4050	3506036	34	1.16
4051	3506111	78	1.16
4052	3507137	50	1.16
4053	3507772	338	1.16
4054	3509552	32	1.16
4055	3510553	32	1.16
4056	3511017	39	1.16
4057	3511118	42	1.16
4058	3511864	150	1.16
4059	3513571	59	1.16
4060	3516623	137	1.15
4061	3517589	38	1.15
4062	3518042	36	1.15
4063	3520176	61	1.15
4064	3521310	32	1.15
4065	3522544	32	1.15
4066	3522570	57	1.15
4067	3524628	70	1.15
4068	3525508	30	1.15
4069	3525697	42	1.15
4070	3525774	91	1.15
4071	3526051	34	1.15
4072	3526392	65	1.15
4073	3527007	51	1.15
4074	3527539	56	1.15
4075	3528333	64	1.15
4076	3528402	79	1.16
4077	3529247	71	1.16
4078	3533367	46	1.15
4079	3533934	32	1.15
4080	3534306	68	1.15
4081	3535120	39	1.15
4082	3535338	33	1.15
4083	3538512	188	1.15
4084	3539630	74	1.15
4085	3539964	35	1.15
4086	3540222	49	1.15
4087	3540879	48	1.15
4088	3542217	115	1.15
4089	3543498	34	1.15
4090	3545645	47	1.15
4091	3545696	48	1.15
4092	3545988	351	1.15
4093	3546022	47	1.15
4094	3546758	71	1.15
4095	3547522	32	1.15
4096	3547566	63	1.15
4097	3548981	65	1.15
4098	3549873	53	1.15
4099	3550207	32	1.15
4100	3551608	46	1.15
4101	3551913	72	1.15
4102	3552583	30	1.15
4103	3552835	82	1.15
4104	3553934	70	1.15
4105	3553974	37	1.16
4106	3555049	51	1.15
4107	3555773	99	1.16
4108	3556613	64	1.16
4109	3556652	125	1.16
4110	3557434	54	1.16
4111	3559398	41	1.15
4112	3559551	51	1.16
4113	3560304	51	1.16
4114	3560573	35	1.16
4115	3561345	43	1.16
4116	3561816	263	1.16
4117	3562397	31	1.16
4118	3562692	106	1.16
4119	3563008	67	1.16
4120	3563263	33	1.16
4121	3563586	77	1.16
4122	3563612	32	1.16
4123	3564233	60	1.16
4124	3567108	42	1.16
4125	3567550	37	1.16
4126	3568208	30	1.16
4127	3568351	32	1.16
4128	3569264	38	1.16
4129	3569920	46	1.16
4130	3572363	44	1.16
4131	3572389	50	1.16
4132	3573641	33	1.16
4133	3574150	32	1.16
4134	3574179	30	1.16
4135	3574396	61	1.16
4136	3574554	69	1.16
4137	3575664	30	1.16
4138	3579147	86	1.16
4139	3582385	33	1.16
4140	3582403	53	1.16
4141	3583255	54	1.16
4142	3583495	43	1.16
4143	3584045	141	1.16
4144	3587515	60	1.16
4145	3588542	35	1.16
4146	3590080	86	1.15
4147	3590340	58	1.16
4148	3590677	32	1.16
4149	3591272	31	1.16
4150	3591548	35	1.16
4151	3591677	45	1.16
4152	3592186	35	1.16
4153	3594345	32	1.16
4154	3594929	81	1.16
4155	3595351	31	1.16
4156	3596091	77	1.16
4157	3596364	215	1.16
4158	3596405	44	1.16
4159	3598168	38	1.16
4160	3598262	51	1.16
4161	3599164	76	1.16
4162	3599898	116	1.16
4163	3600229	30	1.16
4164	3601243	81	1.16
4165	3601521	179	1.16
4166	3601637	34	1.16
4167	3602319	34	1.16
4168	3603474	33	1.16
4169	3604187	45	1.16
4170	3604246	36	1.16
4171	3604410	56	1.16
4172	3605059	61	1.16
4173	3605875	42	1.16
4174	3605995	31	1.16
4175	3607207	68	1.16
