-0.00001400000,4.04000,0.01600
-0.00001399800,4.04000,0.01600
-0.00001399600,4.04000,0.01600
-0.00001399400,4.04000,0.01600
-0.00001399200,4.04000,0.01600
-0.00001399000,4.04000,0.01600
-0.00001398800,4.00000,0.01600
-0.00001398600,4.00000,0.01600
-0.00001398400,4.04000,0.01600
-0.00001398200,4.00000,0.01600
-0.00001398000,4.04000,0.01600
-0.00001397800,4.00000,0.01600
-0.00001397600,4.00000,0.01600
-0.00001397400,4.00000,0.01600
-0.00001397200,4.00000,0.01600
-0.00001397000,4.00000,0.01600
-0.00001396800,4.00000,0.02000
-0.00001396600,4.00000,0.01600
-0.00001396400,4.00000,0.02000
-0.00001396200,4.00000,0.02000
-0.00001396000,4.00000,0.02000
-0.00001395800,4.00000,0.02000
-0.00001395600,4.00000,0.02000
-0.00001395400,4.00000,0.02000
-0.00001395200,4.00000,0.01600
-0.00001395000,3.96000,0.02000
-0.00001394800,3.96000,0.01600
-0.00001394600,3.96000,0.01600
-0.00001394400,3.96000,0.02000
-0.00001394200,3.96000,0.02000
-0.00001394000,3.96000,0.02000
-0.00001393800,3.96000,0.02000
-0.00001393600,3.96000,0.02000
-0.00001393400,3.96000,0.02000
-0.00001393200,3.96000,0.02000
-0.00001393000,3.96000,0.02000
-0.00001392800,3.92000,0.02000
-0.00001392600,3.96000,0.02000
-0.00001392400,3.96000,0.02000
-0.00001392200,3.96000,0.02000
-0.00001392000,3.92000,0.02000
-0.00001391800,3.92000,0.02000
-0.00001391600,3.92000,0.02000
-0.00001391400,3.96000,0.02000
-0.00001391200,3.92000,0.02000
-0.00001391000,3.96000,0.02000
-0.00001390800,3.92000,0.02000
-0.00001390600,3.92000,0.02000
-0.00001390400,3.92000,0.02000
-0.00001390200,3.92000,0.02000
-0.00001390000,3.92000,0.02400
-0.00001389800,3.92000,0.02400
-0.00001389600,3.92000,0.02400
-0.00001389400,3.92000,0.02000
-0.00001389200,3.92000,0.02000
-0.00001389000,3.92000,0.02400
-0.00001388800,3.92000,0.02400
-0.00001388600,3.92000,0.02400
