evNum	picoTimeMs	adcAtEvent	rateOverall
2501	1245712	98	2.01
2502	1245781	33	2.01
2503	1247476	21	2.01
2504	1248437	121	2.01
2505	1248901	25	2.01
2506	1249587	26	2.01
2507	1250013	23	2.01
2508	1250194	42	2.01
2509	1250594	26	2.01
2510	1250627	185	2.01
2511	1251866	21	2.01
2512	1252908	52	2.00
2513	1253462	49	2.00
2514	1253985	21	2.00
2515	1254703	28	2.00
2516	1254808	21	2.01
2517	1255463	55	2.00
2518	1255478	64	2.01
2519	1256826	271	2.00
2520	1257007	51	2.00
2521	1257077	22	2.01
2522	1257281	29	2.01
2523	1257299	98	2.01
2524	1257702	27	2.01
2525	1258005	37	2.01
2526	1258121	47	2.01
2527	1258309	25	2.01
2528	1258666	23	2.01
2529	1258857	60	2.01
2530	1259634	20	2.01
2531	1261309	20	2.01
2532	1261531	22	2.01
2533	1261897	30	2.01
2534	1262334	32	2.01
2535	1262746	22	2.01
2536	1262860	32	2.01
2537	1262964	96	2.01
2538	1263039	20	2.01
2539	1263502	29	2.01
2540	1263871	36	2.01
2541	1263940	23	2.01
2542	1264992	42	2.01
2543	1265978	27	2.01
2544	1266461	20	2.01
2545	1266609	139	2.01
2546	1266701	36	2.01
2547	1266759	23	2.01
2548	1266949	20	2.01
2549	1267090	37	2.01
2550	1267659	46	2.01
2551	1267970	24	2.01
2552	1268047	28	2.01
2553	1268765	54	2.01
2554	1268939	98	2.01
2555	1268969	23	2.01
2556	1269847	21	2.01
2557	1269969	49	2.01
2558	1270158	177	2.01
2559	1270534	71	2.01
2560	1270992	28	2.01
2561	1271022	24	2.01
2562	1271039	49	2.02
2563	1271135	20	2.02
2564	1271251	28	2.02
2565	1271351	26	2.02
2566	1271479	25	2.02
2567	1272173	187	2.02
2568	1272661	20	2.02
2569	1274911	46	2.02
2570	1274974	38	2.02
2571	1276580	94	2.01
2572	1277204	94	2.01
2573	1277484	25	2.01
2574	1278472	28	2.01
2575	1279206	26	2.01
2576	1279314	20	2.01
2577	1279640	23	2.01
2578	1279763	52	2.01
2579	1279807	57	2.02
2580	1280659	50	2.01
2581	1280943	33	2.01
2582	1281559	195	2.01
2583	1281665	25	2.02
2584	1281713	28	2.02
2585	1281879	28	2.02
2586	1282266	33	2.02
2587	1282575	28	2.02
2588	1282625	60	2.02
2589	1283248	35	2.02
2590	1284325	46	2.02
2591	1284510	32	2.02
2592	1284544	51	2.02
2593	1285430	36	2.02
2594	1285677	25	2.02
2595	1286163	35	2.02
2596	1286431	38	2.02
2597	1286550	27	2.02
2598	1286679	177	2.02
2599	1287407	22	2.02
2600	1288239	334	2.02
2601	1288356	23	2.02
2602	1288413	38	2.02
2603	1288908	26	2.02
2604	1289271	37	2.02
2605	1289773	20	2.02
2606	1290745	47	2.02
2607	1291927	61	2.02
2608	1293290	48	2.02
2609	1293789	38	2.02
2610	1293981	44	2.02
2611	1294500	104	2.02
2612	1294722	28	2.02
2613	1294819	22	2.02
2614	1295310	79	2.02
2615	1295492	21	2.02
2616	1296101	35	2.02
2617	1296230	22	2.02
2618	1296322	26	2.02
2619	1296628	32	2.02
2620	1296774	24	2.02
2621	1297567	49	2.02
2622	1297641	102	2.02
2623	1298424	27	2.02
2624	1298653	191	2.02
2625	1299067	30	2.02
2626	1300130	21	2.02
2627	1300750	28	2.02
2628	1301898	27	2.02
2629	1303003	34	2.02
2630	1303286	21	2.02
2631	1303839	24	2.02
2632	1305489	29	2.02
2633	1305585	23	2.02
2634	1305995	23	2.02
2635	1306085	167	2.02
2636	1306136	66	2.02
2637	1306267	47	2.02
2638	1306862	35	2.02
2639	1307986	27	2.02
2640	1309297	41	2.02
2641	1309906	38	2.02
2642	1310222	21	2.02
2643	1311007	29	2.02
2644	1311173	39	2.02
2645	1311585	27	2.02
2646	1311911	62	2.02
2647	1312586	25	2.02
2648	1312714	21	2.02
2649	1314075	22	2.02
2650	1314522	44	2.02
2651	1315561	40	2.02
2652	1315585	75	2.02
2653	1316363	21	2.02
2654	1316905	49	2.02
2655	1317289	21	2.02
2656	1317527	86	2.02
2657	1317548	21	2.02
2658	1319553	22	2.01
2659	1319973	33	2.01
2660	1320075	42	2.02
2661	1320385	148	2.02
2662	1320472	188	2.02
2663	1323659	20	2.01
2664	1324304	20	2.01
2665	1324425	20	2.01
2666	1324780	23	2.01
2667	1325951	24	2.01
2668	1326460	23	2.01
2669	1326511	23	2.01
2670	1326567	70	2.01
2671	1326598	21	2.01
2672	1327044	70	2.01
2673	1327772	65	2.01
2674	1328775	76	2.01
2675	1329151	55	2.01
2676	1329304	29	2.01
2677	1329842	20	2.01
2678	1330086	47	2.01
2679	1330229	41	2.01
2680	1331123	28	2.01
2681	1332397	89	2.01
2682	1332458	87	2.01
2683	1332967	79	2.01
2684	1333281	34	2.01
2685	1333755	24	2.01
2686	1333920	24	2.01
2687	1334511	36	2.01
2688	1334589	26	2.01
2689	1334651	58	2.01
2690	1335097	44	2.01
2691	1335303	40	2.02
2692	1335763	26	2.02
2693	1335943	49	2.02
2694	1335995	22	2.02
2695	1336346	20	2.02
2696	1336524	23	2.02
2697	1337862	27	2.02
2698	1339050	38	2.01
2699	1339110	21	2.02
2700	1339882	39	2.02
2701	1340214	47	2.02
2702	1340464	31	2.02
2703	1340837	150	2.02
2704	1341011	29	2.02
2705	1341101	46	2.02
2706	1342331	144	2.02
2707	1342508	21	2.02
2708	1342570	77	2.02
2709	1342615	34	2.02
2710	1343704	26	2.02
2711	1344798	36	2.02
2712	1344883	34	2.02
2713	1346163	22	2.02
2714	1346375	22	2.02
2715	1346737	64	2.02
2716	1347822	35	2.02
2717	1347956	24	2.02
2718	1348609	29	2.02
2719	1349740	34	2.01
2720	1350631	30	2.01
2721	1351471	30	2.01
2722	1352457	132	2.01
2723	1353943	20	2.01
2724	1354022	25	2.01
2725	1354140	32	2.01
2726	1354729	25	2.01
2727	1355339	26	2.01
2728	1355529	32	2.01
2729	1356484	42	2.01
2730	1357014	32	2.01
2731	1357861	27	2.01
2732	1358373	71	2.01
2733	1359935	28	2.01
2734	1362286	42	2.01
2735	1363907	36	2.01
2736	1364558	23	2.01
2737	1365125	34	2.00
2738	1365574	27	2.01
2739	1365638	23	2.01
2740	1365796	28	2.01
2741	1366442	36	2.01
2742	1366601	21	2.01
2743	1366959	43	2.01
2744	1366997	24	2.01
2745	1367146	33	2.01
2746	1367438	153	2.01
2747	1368380	40	2.01
2748	1368606	21	2.01
2749	1369143	27	2.01
2750	1369648	112	2.01
2751	1370083	69	2.01
2752	1370313	24	2.01
2753	1370604	58	2.01
2754	1371080	30	2.01
2755	1371110	68	2.01
2756	1371911	20	2.01
2757	1371943	21	2.01
2758	1372328	23	2.01
2759	1374077	28	2.01
2760	1376324	48	2.01
2761	1377379	25	2.00
2762	1378377	23	2.00
2763	1379011	44	2.00
2764	1379093	31	2.00
2765	1379647	26	2.00
2766	1380713	51	2.00
2767	1380913	26	2.00
2768	1381206	21	2.00
2769	1381373	26	2.00
2770	1382174	20	2.00
2771	1382580	233	2.00
2772	1383119	47	2.00
2773	1383137	24	2.00
2774	1383400	56	2.01
2775	1383663	33	2.01
2776	1384409	110	2.01
2777	1384446	24	2.01
2778	1384934	46	2.01
2779	1386290	31	2.00
2780	1386808	23	2.00
2781	1386831	25	2.01
2782	1387074	30	2.01
2783	1387135	59	2.01
2784	1387882	34	2.01
2785	1388671	21	2.01
2786	1389109	27	2.01
2787	1389260	27	2.01
2788	1389897	38	2.01
2789	1390045	56	2.01
2790	1390847	49	2.01
2791	1391293	51	2.01
2792	1393439	135	2.00
2793	1394599	32	2.00
2794	1394800	22	2.00
2795	1395139	24	2.00
2796	1396985	26	2.00
2797	1398025	42	2.00
2798	1398164	21	2.00
2799	1398344	56	2.00
2800	1398448	22	2.00
2801	1398552	76	2.00
2802	1398885	23	2.00
2803	1399027	20	2.00
2804	1400013	48	2.00
2805	1400246	20	2.00
2806	1400384	22	2.00
2807	1401974	27	2.00
2808	1402364	20	2.00
2809	1402897	20	2.00
2810	1403196	24	2.00
2811	1403463	97	2.00
2812	1403817	38	2.00
2813	1404685	28	2.00
2814	1404732	27	2.00
2815	1404820	26	2.00
2816	1405988	51	2.00
2817	1406184	41	2.00
2818	1406774	20	2.00
2819	1407525	21	2.00
2820	1407784	51	2.00
2821	1407888	42	2.00
2822	1408259	28	2.00
2823	1408550	28	2.00
2824	1408603	33	2.00
2825	1409055	21	2.00
2826	1409678	57	2.00
2827	1409732	55	2.01
2828	1410657	22	2.00
2829	1411409	78	2.00
2830	1411535	29	2.00
2831	1411687	25	2.01
2832	1412649	40	2.00
2833	1412775	27	2.01
2834	1413183	22	2.01
2835	1413417	49	2.01
2836	1413504	27	2.01
2837	1413976	35	2.01
2838	1416150	30	2.00
2839	1417164	129	2.00
2840	1418251	25	2.00
2841	1419051	24	2.00
2842	1419694	77	2.00
2843	1421063	41	2.00
2844	1421910	71	2.00
2845	1422834	46	2.00
2846	1422848	25	2.00
2847	1423291	54	2.00
2848	1423356	23	2.00
2849	1423379	36	2.00
2850	1424514	21	2.00
2851	1424669	27	2.00
2852	1425061	22	2.00
2853	1425400	55	2.00
2854	1425734	64	2.00
2855	1426815	26	2.00
2856	1427222	34	2.00
2857	1427582	30	2.00
2858	1430078	67	2.00
2859	1430264	43	2.00
2860	1430840	35	2.00
2861	1431189	23	2.00
2862	1431239	95	2.00
2863	1431698	23	2.00
2864	1431728	33	2.00
2865	1432026	21	2.00
2866	1432206	21	2.00
2867	1432442	48	2.00
2868	1432994	27	2.00
2869	1433275	27	2.00
2870	1434389	50	2.00
2871	1434785	95	2.00
2872	1435301	26	2.00
2873	1435667	20	2.00
2874	1436707	37	2.00
2875	1439066	44	2.00
2876	1439392	20	2.00
2877	1439567	26	2.00
2878	1439653	52	2.00
2879	1439947	20	2.00
2880	1440537	90	2.00
2881	1440596	20	2.00
2882	1441123	24	2.00
2883	1441364	35	2.00
2884	1443880	23	2.00
2885	1443930	21	2.00
2886	1445899	59	2.00
2887	1446266	47	2.00
2888	1447225	27	2.00
2889	1447587	25	2.00
2890	1447862	76	2.00
2891	1448594	28	2.00
2892	1449189	23	2.00
2893	1449743	27	2.00
2894	1450725	40	1.99
2895	1451109	25	2.00
2896	1451496	32	2.00
2897	1451950	28	2.00
2898	1451984	52	2.00
2899	1452078	96	2.00
2900	1452214	22	2.00
2901	1452708	55	2.00
2902	1452772	28	2.00
2903	1453113	25	2.00
2904	1453686	24	2.00
2905	1454003	22	2.00
2906	1454203	138	2.00
2907	1454850	27	2.00
2908	1455023	27	2.00
2909	1455364	23	2.00
2910	1455626	70	2.00
2911	1456335	33	2.00
2912	1456821	20	2.00
2913	1457824	24	2.00
2914	1457914	48	2.00
2915	1458116	140	2.00
2916	1458261	90	2.00
2917	1458659	35	2.00
2918	1458833	86	2.00
2919	1459013	27	2.00
2920	1459394	30	2.00
2921	1459607	54	2.00
2922	1460240	22	2.00
2923	1460418	20	2.00
2924	1462074	24	2.00
2925	1462250	116	2.00
2926	1462325	24	2.00
2927	1462536	24	2.00
2928	1462565	24	2.00
2929	1462885	42	2.00
2930	1463895	23	2.00
2931	1464518	54	2.00
2932	1465092	22	2.00
2933	1465178	32	2.00
2934	1465237	34	2.00
2935	1465965	58	2.00
2936	1466131	51	2.00
2937	1466654	20	2.00
2938	1466759	30	2.00
2939	1467592	35	2.00
2940	1467893	43	2.00
2941	1468906	29	2.00
2942	1471709	27	2.00
2943	1472047	80	2.00
2944	1472666	26	2.00
2945	1474050	20	2.00
2946	1474211	26	2.00
2947	1475344	28	2.00
2948	1475362	23	2.00
2949	1476601	95	2.00
2950	1476760	64	2.00
2951	1478618	49	2.00
2952	1478728	81	2.00
2953	1478853	20	2.00
2954	1479152	44	2.00
2955	1479792	36	2.00
2956	1479912	64	2.00
2957	1480625	33	2.00
2958	1481597	23	2.00
2959	1482762	21	2.00
2960	1482875	20	2.00
2961	1483811	48	2.00
2962	1484619	25	2.00
2963	1485262	119	1.99
2964	1485276	91	2.00
2965	1485805	50	2.00
2966	1485899	36	2.00
2967	1486274	42	2.00
2968	1487198	25	2.00
2969	1487548	45	2.00
2970	1487762	39	2.00
2971	1488440	29	2.00
2972	1488928	25	2.00
2973	1489520	21	2.00
2974	1489586	22	2.00
2975	1489999	32	2.00
2976	1490551	29	2.00
2977	1490825	56	2.00
2978	1492085	22	2.00
2979	1492184	36	2.00
2980	1492551	24	2.00
2981	1492772	102	2.00
2982	1493166	104	2.00
2983	1493900	26	2.00
2984	1494437	45	2.00
2985	1495343	28	2.00
2986	1495846	35	2.00
2987	1495960	66	2.00
2988	1496212	25	2.00
2989	1496319	29	2.00
2990	1496487	31	2.00
2991	1497513	32	2.00
2992	1497532	37	2.00
2993	1497868	21	2.00
2994	1497971	97	2.00
2995	1499595	59	2.00
2996	1499790	26	2.00
2997	1500304	21	2.00
2998	1500454	23	2.00
2999	1501056	52	2.00
3000	1501208	27	2.00
3001	1501553	27	2.00
3002	1501834	23	2.00
3003	1503705	31	2.00
3004	1504026	31	2.00
3005	1504112	21	2.00
3006	1505126	96	2.00
3007	1506170	21	2.00
3008	1506527	110	2.00
3009	1506773	53	2.00
3010	1506901	21	2.00
3011	1508191	23	2.00
3012	1508232	29	2.00
3013	1508868	82	2.00
3014	1508987	20	2.00
3015	1509001	20	2.00
3016	1509673	77	2.00
3017	1509906	78	2.00
3018	1509981	23	2.00
3019	1510376	49	2.00
3020	1510516	30	2.00
3021	1511111	159	2.00
3022	1511486	24	2.00
3023	1511867	28	2.00
3024	1511905	34	2.00
3025	1511932	54	2.00
3026	1512834	34	2.00
3027	1513068	59	2.00
3028	1513785	41	2.00
3029	1513894	43	2.00
3030	1514446	128	2.00
3031	1514823	33	2.00
3032	1515975	34	2.00
3033	1516029	26	2.00
3034	1516905	26	2.00
3035	1517869	90	2.00
3036	1518451	27	2.00
3037	1518615	23	2.00
3038	1519310	25	2.00
3039	1520231	28	2.00
3040	1520669	46	2.00
3041	1520959	56	2.00
3042	1521249	38	2.00
3043	1521496	49	2.00
3044	1522097	46	2.00
3045	1523000	20	2.00
3046	1523239	98	2.00
3047	1523436	148	2.00
3048	1524067	22	2.00
3049	1524549	27	2.00
3050	1525064	59	2.00
3051	1525195	33	2.00
3052	1525840	23	2.00
3053	1526546	100	2.00
3054	1526851	45	2.00
3055	1527025	27	2.00
3056	1527317	35	2.00
3057	1528364	31	2.00
3058	1528787	51	2.00
3059	1530102	48	2.00
3060	1530139	21	2.00
3061	1530203	111	2.00
3062	1531186	63	2.00
3063	1531263	77	2.00
3064	1531628	25	2.00
3065	1532566	27	2.00
3066	1533196	69	2.00
3067	1533441	115	2.00
3068	1533566	27	2.00
3069	1534051	34	2.00
3070	1534627	24	2.00
3071	1534730	29	2.00
3072	1534954	32	2.00
3073	1536753	103	2.00
3074	1536874	139	2.00
3075	1538720	34	2.00
3076	1538795	77	2.00
3077	1538998	34	2.00
3078	1539054	116	2.00
3079	1539617	52	2.00
3080	1539683	26	2.00
3081	1540345	21	2.00
3082	1540685	64	2.00
3083	1540705	29	2.00
3084	1541126	23	2.00
3085	1541446	82	2.00
3086	1541520	130	2.00
3087	1541567	36	2.00
3088	1541912	20	2.00
3089	1542280	90	2.00
3090	1542411	107	2.00
3091	1542834	23	2.00
3092	1543323	86	2.00
3093	1543866	34	2.00
3094	1544270	23	2.00
3095	1545401	39	2.00
3096	1545592	62	2.00
3097	1545728	26	2.00
3098	1546132	23	2.00
3099	1547468	39	2.00
3100	1548622	27	2.00
3101	1548818	25	2.00
3102	1548849	98	2.00
3103	1549320	26	2.00
3104	1550373	31	2.00
3105	1551166	22	2.00
3106	1551546	121	2.00
3107	1551894	175	2.00
3108	1552228	20	2.00
3109	1552517	42	2.00
3110	1552539	71	2.00
3111	1552967	28	2.00
3112	1553077	27	2.00
3113	1553377	92	2.00
3114	1554644	24	2.00
3115	1555088	22	2.00
3116	1555751	56	2.00
3117	1556337	32	2.00
3118	1556495	46	2.00
3119	1556760	50	2.00
3120	1556979	35	2.00
3121	1557021	38	2.00
3122	1557315	21	2.00
3123	1558115	34	2.00
3124	1558510	24	2.00
3125	1558631	236	2.00
3126	1558754	35	2.01
3127	1559052	36	2.01
3128	1559137	24	2.01
3129	1559217	43	2.01
3130	1559465	72	2.01
3131	1559874	28	2.01
3132	1560362	34	2.01
3133	1560911	40	2.01
3134	1561337	38	2.01
3135	1562055	51	2.01
3136	1563124	24	2.01
3137	1563715	35	2.01
3138	1563887	23	2.01
3139	1565459	32	2.01
3140	1566921	34	2.00
3141	1567425	20	2.00
3142	1567525	34	2.00
3143	1568103	29	2.00
3144	1568221	33	2.00
3145	1568713	22	2.00
3146	1569424	48	2.00
3147	1569760	31	2.00
3148	1569994	94	2.01
3149	1571373	20	2.00
3150	1571724	26	2.00
3151	1572060	24	2.00
3152	1572387	25	2.00
3153	1572629	24	2.00
3154	1572971	27	2.01
3155	1574255	23	2.00
3156	1574996	26	2.00
3157	1575058	31	2.00
3158	1575489	25	2.00
3159	1575909	30	2.00
3160	1576042	22	2.01
3161	1576864	20	2.00
3162	1577931	20	2.00
3163	1578225	69	2.00
3164	1578358	44	2.00
3165	1579103	28	2.00
3166	1579951	37	2.00
3167	1580120	44	2.00
3168	1580284	73	2.00
3169	1580320	29	2.01
3170	1580336	30	2.01
3171	1580356	20	2.01
3172	1581274	114	2.01
3173	1581299	69	2.01
3174	1581476	34	2.01
3175	1582274	30	2.01
3176	1582413	136	2.01
3177	1583237	22	2.01
3178	1583425	37	2.01
3179	1583628	29	2.01
3180	1586774	20	2.00
3181	1586975	21	2.00
3182	1587072	69	2.00
3183	1587203	44	2.01
3184	1587723	22	2.01
3185	1587790	30	2.01
3186	1588052	75	2.01
3187	1588120	39	2.01
3188	1588928	57	2.01
3189	1589102	31	2.01
3190	1589423	20	2.01
3191	1589605	39	2.01
3192	1590052	34	2.01
3193	1590946	27	2.01
3194	1591563	52	2.01
3195	1591668	98	2.01
3196	1591695	22	2.01
3197	1592630	21	2.01
3198	1595556	21	2.00
3199	1596941	28	2.00
3200	1597489	21	2.00
3201	1598768	32	2.00
3202	1598989	27	2.00
3203	1599454	27	2.00
3204	1599806	22	2.00
3205	1600426	50	2.00
3206	1600470	22	2.00
3207	1601419	33	2.00
3208	1601588	135	2.00
3209	1602021	22	2.00
3210	1602213	21	2.00
3211	1602680	50	2.00
3212	1603114	21	2.00
3213	1603317	23	2.00
3214	1604553	57	2.00
3215	1604749	31	2.00
3216	1604785	22	2.00
3217	1604825	24	2.00
3218	1605119	23	2.00
3219	1605608	106	2.00
3220	1605652	20	2.01
3221	1606082	20	2.01
3222	1606255	45	2.01
3223	1606818	27	2.01
3224	1607106	21	2.01
3225	1607945	74	2.01
3226	1608014	32	2.01
3227	1608542	21	2.01
3228	1609142	27	2.01
3229	1609665	26	2.01
3230	1609890	49	2.01
3231	1610146	38	2.01
3232	1610766	22	2.01
3233	1610863	21	2.01
3234	1611309	127	2.01
3235	1611461	108	2.01
3236	1611576	30	2.01
3237	1611742	23	2.01
3238	1611789	24	2.01
3239	1612081	36	2.01
3240	1612245	20	2.01
3241	1612267	21	2.01
3242	1612413	126	2.01
3243	1612963	23	2.01
3244	1613650	24	2.01
3245	1614765	27	2.01
3246	1614785	121	2.01
3247	1614929	22	2.01
3248	1615395	24	2.01
3249	1616132	47	2.01
3250	1616562	23	2.01
3251	1616722	42	2.01
3252	1616851	30	2.01
3253	1616964	23	2.01
3254	1617122	20	2.01
3255	1617586	34	2.01
3256	1617695	22	2.01
3257	1618873	36	2.01
3258	1619112	24	2.01
3259	1619488	56	2.01
3260	1619827	24	2.01
3261	1619955	27	2.01
3262	1620028	22	2.01
3263	1621474	45	2.01
3264	1621625	130	2.01
3265	1621639	21	2.01
3266	1621655	22	2.01
3267	1621836	24	2.01
3268	1622109	22	2.01
3269	1622973	52	2.01
3270	1623681	70	2.01
3271	1624365	32	2.01
3272	1624500	27	2.01
3273	1624668	21	2.01
3274	1625650	44	2.01
3275	1625811	20	2.01
3276	1626037	110	2.01
3277	1626393	66	2.01
3278	1627068	32	2.01
3279	1627270	20	2.02
3280	1627306	31	2.02
3281	1627939	46	2.02
3282	1628706	54	2.02
3283	1629208	21	2.02
3284	1629699	80	2.02
3285	1630529	23	2.01
3286	1630650	28	2.02
3287	1630860	24	2.02
3288	1631456	23	2.02
3289	1631637	27	2.02
3290	1631868	49	2.02
3291	1631954	36	2.02
3292	1632122	40	2.02
3293	1632278	23	2.02
3294	1633606	20	2.02
3295	1634057	22	2.02
3296	1634246	34	2.02
3297	1634535	54	2.02
3298	1635044	51	2.02
3299	1635075	45	2.02
3300	1635658	26	2.02
3301	1636068	40	2.02
3302	1636446	77	2.02
3303	1637118	33	2.02
3304	1638201	29	2.02
3305	1639728	30	2.02
3306	1639990	104	2.02
3307	1640191	22	2.02
3308	1640566	80	2.02
3309	1642269	41	2.01
3310	1643913	82	2.01
3311	1644250	120	2.01
3312	1644719	31	2.01
3313	1644748	22	2.01
3314	1645274	26	2.01
3315	1645541	22	2.01
3316	1645863	89	2.01
3317	1646049	38	2.02
3318	1646786	29	2.01
3319	1647333	25	2.01
3320	1648036	81	2.01
3321	1648962	37	2.01
3322	1650134	24	2.01
3323	1650282	21	2.01
3324	1652065	75	2.01
3325	1652423	41	2.01
3326	1653153	23	2.01
3327	1653240	100	2.01
3328	1653851	24	2.01
3329	1654447	38	2.01
3330	1654642	76	2.01
3331	1654777	270	2.01
3332	1654873	26	2.01
3333	1655403	26	2.01
3334	1655929	35	2.01
3335	1656249	22	2.01
3336	1656270	33	2.01
3337	1656625	26	2.01
3338	1656788	20	2.01
3339	1658113	82	2.01
3340	1658128	64	2.01
3341	1658466	64	2.01
3342	1658765	22	2.01
3343	1658968	20	2.02
3344	1660718	36	2.01
3345	1660775	189	2.01
3346	1660843	23	2.01
3347	1661408	22	2.01
3348	1662028	29	2.01
3349	1662061	121	2.01
3350	1662156	109	2.02
3351	1662549	23	2.02
3352	1662975	39	2.02
3353	1663064	64	2.02
3354	1663242	20	2.02
3355	1663267	33	2.02
3356	1663654	29	2.02
3357	1664468	64	2.02
3358	1665803	43	2.02
3359	1666032	34	2.02
3360	1668738	51	2.01
3361	1669039	49	2.01
3362	1669586	59	2.01
3363	1672026	55	2.01
3364	1672868	20	2.01
3365	1673390	62	2.01
3366	1673459	62	2.01
3367	1674266	23	2.01
3368	1674687	27	2.01
3369	1674904	22	2.01
3370	1675078	20	2.01
3371	1675667	22	2.01
3372	1676202	54	2.01
3373	1676566	21	2.01
3374	1677227	100	2.01
3375	1677419	29	2.01
3376	1677511	30	2.01
3377	1678052	28	2.01
3378	1678097	23	2.01
3379	1678838	32	2.01
3380	1679538	23	2.01
3381	1679773	28	2.01
3382	1680084	45	2.01
3383	1680115	26	2.01
3384	1680817	42	2.01
3385	1681402	41	2.01
3386	1681479	21	2.01
3387	1683137	30	2.01
3388	1683830	25	2.01
3389	1684629	29	2.01
3390	1684646	31	2.01
3391	1685040	38	2.01
3392	1685163	50	2.01
3393	1685323	39	2.01
3394	1685800	20	2.01
3395	1687852	29	2.01
3396	1688117	38	2.01
3397	1688395	24	2.01
3398	1688511	45	2.01
3399	1689512	34	2.01
3400	1689722	37	2.01
3401	1690362	50	2.01
3402	1690592	21	2.01
3403	1690836	32	2.01
3404	1691546	24	2.01
3405	1691588	57	2.01
3406	1691790	20	2.01
3407	1693523	27	2.01
3408	1694502	28	2.01
3409	1694553	82	2.01
3410	1694668	21	2.01
3411	1694708	57	2.01
3412	1696031	35	2.01
3413	1696601	45	2.01
3414	1697064	30	2.01
3415	1697333	21	2.01
3416	1697626	49	2.01
3417	1698626	23	2.01
3418	1699142	20	2.01
3419	1699494	23	2.01
3420	1700066	39	2.01
3421	1700651	38	2.01
3422	1700992	27	2.01
3423	1701571	88	2.01
3424	1702071	22	2.01
3425	1702091	36	2.01
3426	1702429	99	2.01
3427	1703008	39	2.01
3428	1703312	64	2.01
3429	1703823	36	2.01
3430	1704752	20	2.01
3431	1705331	93	2.01
3432	1705589	48	2.01
3433	1705900	41	2.01
3434	1705957	49	2.01
3435	1706053	21	2.01
3436	1706875	44	2.01
3437	1706954	25	2.01
3438	1706970	118	2.01
3439	1707287	30	2.01
3440	1707467	86	2.01
3441	1707637	34	2.02
3442	1707882	30	2.02
3443	1708010	43	2.02
3444	1708693	20	2.02
3445	1709266	113	2.02
3446	1709327	30	2.02
3447	1710049	35	2.02
3448	1711972	33	2.01
3449	1712321	26	2.01
3450	1712596	29	2.01
3451	1712741	39	2.01
3452	1712932	21	2.02
3453	1713338	142	2.02
3454	1713380	69	2.02
3455	1714017	88	2.02
3456	1714038	33	2.02
3457	1714311	33	2.02
3458	1714503	26	2.02
3459	1714526	28	2.02
3460	1715586	33	2.02
3461	1716001	24	2.02
3462	1716149	24	2.02
3463	1716394	22	2.02
3464	1716603	21	2.02
3465	1717024	29	2.02
3466	1717280	28	2.02
3467	1717448	34	2.02
3468	1717550	68	2.02
3469	1717867	22	2.02
3470	1718519	23	2.02
3471	1718961	30	2.02
3472	1719484	22	2.02
3473	1719656	26	2.02
3474	1720660	41	2.02
3475	1721178	26	2.02
3476	1721353	37	2.02
3477	1721887	53	2.02
3478	1722190	35	2.02
3479	1722289	30	2.02
3480	1723260	33	2.02
3481	1723997	41	2.02
3482	1725182	47	2.02
3483	1725371	88	2.02
3484	1725867	53	2.02
3485	1726477	25	2.02
3486	1726975	29	2.02
3487	1727764	84	2.02
3488	1727900	36	2.02
3489	1730456	54	2.02
3490	1730477	43	2.02
3491	1731206	50	2.02
3492	1733225	38	2.01
3493	1733316	44	2.02
3494	1734108	39	2.01
3495	1734426	32	2.02
3496	1734822	112	2.02
3497	1735956	31	2.01
3498	1735991	47	2.01
3499	1736347	54	2.02
3500	1736404	27	2.02
3501	1736571	46	2.02
3502	1737744	35	2.02
3503	1737975	37	2.02
3504	1738199	56	2.02
3505	1739033	66	2.02
3506	1739510	20	2.02
3507	1739946	31	2.02
3508	1741103	21	2.01
3509	1741437	76	2.02
3510	1741738	20	2.02
3511	1742018	29	2.02
3512	1743670	27	2.01
3513	1743794	26	2.01
3514	1743829	29	2.02
3515	1743900	22	2.02
3516	1743967	83	2.02
3517	1744060	261	2.02
3518	1744545	42	2.02
3519	1744986	74	2.02
3520	1745014	53	2.02
3521	1745110	45	2.02
3522	1745132	30	2.02
3523	1745816	40	2.02
3524	1746238	33	2.02
3525	1747181	49	2.02
3526	1747792	25	2.02
3527	1747842	27	2.02
3528	1747949	109	2.02
3529	1750140	33	2.02
3530	1751971	27	2.01
3531	1752340	26	2.02
3532	1752813	21	2.02
3533	1752907	26	2.02
3534	1753067	24	2.02
3535	1753299	32	2.02
3536	1754935	34	2.01
3537	1755792	29	2.01
3538	1755914	25	2.01
3539	1756448	30	2.01
3540	1756929	21	2.01
3541	1758715	37	2.01
3542	1758778	26	2.01
3543	1759213	22	2.01
3544	1759266	41	2.01
3545	1759460	22	2.01
3546	1759768	35	2.02
3547	1761076	36	2.01
3548	1761165	39	2.01
3549	1761255	27	2.02
3550	1761459	78	2.02
3551	1762124	23	2.02
3552	1762158	109	2.02
3553	1762575	27	2.02
3554	1763303	26	2.02
3555	1763319	33	2.02
3556	1763482	125	2.02
3557	1764017	27	2.02
3558	1764188	49	2.02
3559	1764319	47	2.02
3560	1764344	20	2.02
3561	1764936	73	2.02
3562	1765687	25	2.02
3563	1766084	32	2.02
3564	1766284	92	2.02
3565	1766779	25	2.02
3566	1766848	60	2.02
3567	1766890	44	2.02
3568	1768057	21	2.02
3569	1768259	52	2.02
3570	1768995	26	2.02
3571	1769148	58	2.02
3572	1769331	32	2.02
3573	1769457	29	2.02
3574	1769757	48	2.02
